Date/Time,Year,Month,Mean Max Temp (C),Mean Max Temp Flag,Mean Min Temp (C),Mean Min Temp Flag,Mean Temp (C),Mean Temp Flag,Extr Max Temp (C),Extr Max Temp Flag,Extr Min Temp (C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1892-01,1892,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1892-02,1892,2,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1892-03,1892,3,-3.8,,-19.9,,-11.9,,3.9,S,-39.4,,0,,,M,,M,,,,,,
1892-04,1892,4,3.4,,-7.1,,-1.9,,16.7,,-19.4,,0,,17.8,,17.8,,,,,,,
1892-05,1892,5,13.1,,-1.3,,5.9,,24.4,,-10.6,,20.8,,0,,20.8,,,,,,,
1892-06,1892,6,20.8,,6.5,,13.7,,28.3,,-1.1,,34,,0,,34,,,,,,,
1892-07,1892,7,26.3,,10,,18.2,,36.1,,4.4,,47.2,,0,,47.2,,,,,,,
1892-08,1892,8,24.7,,9.2,,17,,33.9,,3.3,,85.3,,0,,85.3,,,,,,,
1892-09,1892,9,21.1,,5.2,,13.2,,30,,-4.4,,28.4,,0,,28.4,,,,,,,
1892-10,1892,10,15.1,,-1.1,,7,,27.8,,-10.6,,2.5,,0,,2.5,,,,,,,
1892-11,1892,11,-2.6,,-14.1,,-8.4,,13.9,,-33.9,,11.4,,30,,41.4,,,,,,,
1892-12,1892,12,-12.9,,-24.5,,-18.7,,,M,,M,0,,0,T,,M,,,,,,
1893-01,1893,1,-14.5,,-24.2,,-19.4,,4.4,,-48.9,,0,,40.6,,40.6,,,,,,,
1893-02,1893,2,-19.5,,-29.8,,-24.7,,-1.7,,-50,,0,,,M,,M,,,,,,
1893-03,1893,3,-8.6,,-26,,-17.3,,2.8,S,-38.9,S,0,,,M,,M,,,,,,
1893-04,1893,4,-1.1,,-15.6,,-8.4,,6.1,,-28.3,,0,,,M,,M,,,,,,
1893-05,1893,5,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1893-06,1893,6,22.1,,3.6,,12.9,,,M,,M,67.3,,0,,67.3,,,,,,,
1893-07,1893,7,24.2,,8.1,,16.2,,,M,,M,77.5,,0,,77.5,,,,,,,
1893-08,1893,8,26,,7.7,,16.9,,,M,,M,69.9,,0,,69.9,,,,,,,
1893-09,1893,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1893-10,1893,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1893-11,1893,11,-1.2,,-17.1,,-9.2,,,M,,M,0,,10.2,,10.2,,,,,,,
1893-12,1893,12,-10.7,,-27.5,,-19.1,,12.8,S,-42.2,,0,,30.5,,30.5,,,,,,,
1894-01,1894,1,,M,,M,,M,,M,,M,0,,7.6,,7.6,,,,,,,
1894-02,1894,2,-11.7,,-24.1,,-17.9,,,M,,M,0,,,M,,M,,,,,,
1894-03,1894,3,-6.9,,-20.2,,-13.6,,,M,,M,0,,30.5,,30.5,,,,,,,
1894-04,1894,4,9.4,,-2.7,,3.4,,,M,,M,0,,,M,,M,,,,,,
1894-05,1894,5,18.4,,3.8,,11.1,,30,,-3.9,S,24.1,,0,,24.1,,,,,,,
1894-06,1894,6,24.3,,9.1,,16.7,,34.4,,4.4,,42.4,,0,,42.4,,,,,,,
1894-07,1894,7,28.4,,11.6,,20,,37.2,,3.9,,10.9,,0,,10.9,,,,,,,
1894-08,1894,8,27.6,,10.1,,18.9,,37.2,,2.8,,13.7,,0,,13.7,,,,,,,
1894-09,1894,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1894-10,1894,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1894-11,1894,11,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1894-12,1894,12,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-01,1895,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-02,1895,2,-10.4,,-21.9,,-16.2,,,M,,M,0,,10.2,,10.2,,,,,,,
1895-03,1895,3,-4.8,,-18.3,,-11.6,,6.1,,-31.7,S,0,,,M,,M,,,,,,
1895-04,1895,4,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-05,1895,5,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-06,1895,6,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-07,1895,7,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-08,1895,8,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-09,1895,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-10,1895,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-11,1895,11,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1895-12,1895,12,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-01,1896,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-02,1896,2,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-03,1896,3,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-04,1896,4,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-05,1896,5,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-06,1896,6,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-07,1896,7,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-08,1896,8,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-09,1896,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-10,1896,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-11,1896,11,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1896-12,1896,12,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-01,1897,1,-14.8,,-23.9,,-19.4,,1.7,,-40.6,,0,,6.4,,6.4,,,,,,,
1897-02,1897,2,-13.4,,-24.8,,-19.1,,-3.9,,-37.8,,0,,3.8,,3.8,,,,,,,
1897-03,1897,3,-10.1,,-23.1,,-16.6,,3.3,,-43.3,,0,,,M,,M,,,,,,
1897-04,1897,4,10.3,,-1.9,,4.2,,,M,,M,0,,,M,,M,,,,,,
1897-05,1897,5,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-06,1897,6,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-07,1897,7,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-08,1897,8,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-09,1897,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-10,1897,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-11,1897,11,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1897-12,1897,12,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-01,1898,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-02,1898,2,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-03,1898,3,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-04,1898,4,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-05,1898,5,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-06,1898,6,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-07,1898,7,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-08,1898,8,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-09,1898,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-10,1898,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-11,1898,11,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1898-12,1898,12,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-01,1899,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-02,1899,2,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-03,1899,3,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-04,1899,4,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-05,1899,5,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-06,1899,6,,M,,M,,M,,M,,M,43.4,,0,,43.4,,,,,,,
1899-07,1899,7,23.6,,10.2,,16.9,,34.4,,5,,95.5,,0,,95.5,,,,,,,
1899-08,1899,8,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-09,1899,9,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-10,1899,10,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-11,1899,11,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
1899-12,1899,12,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
Jan-00,1900,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
Feb-00,1900,2,-13.3,,-27.9,,-20.6,,-1.1,,-42.8,,0,,19.1,,19.1,,,,,,,
Mar-00,1900,3,-1.2,,-13.1,,-7.2,,6.1,,-19.4,,0,,7.6,,7.6,,,,,,,
Apr-00,1900,4,13.1,,-1.2,,6,,23.3,,-10.6,,5.1,,,M,,M,,,,,,
May-00,1900,5,20.3,,4.5,,12.4,,28.9,S,-1.7,,37.6,,0,,37.6,,,,,,,
Jun-00,1900,6,23.4,,10.8,,17.1,,40,,1.1,,31.5,,0,,31.5,,,,,,,
Jul-00,1900,7,25.4,,12.3,,18.9,,34.4,,6.7,,27.9,,0,,27.9,,,,,,,
Aug-00,1900,8,22.7,,8.7,,15.7,,32.2,,4.4,,108.5,,0,,108.5,,,,,,,
Sep-00,1900,9,17.3,,1.6,,9.5,,25.6,,-3.9,S,35.6,,12.7,,48.3,,,,,,,
Oct-00,1900,10,12.5,,-2.1,,5.2,,18.9,,-7.8,,12.7,,12.4,,25.1,,,,,,,
Nov-00,1900,11,-3.1,,-15.7,,-9.4,,8.3,,-32.8,,0,,9.1,,9.1,,,,,,,
Dec-00,1900,12,-5.8,,-18.1,,-12,,5.6,,-31.7,,0,,4.8,,4.8,,,,,,,
01-Jan,1901,1,-12.1,,-24.7,,-18.4,,3.9,,-37.2,S,0,,8.9,,8.9,,,,,,,
01-Feb,1901,2,-9.3,,-24.1,,-16.7,,4.4,,-35.6,,0,,7.6,,7.6,,,,,,,
01-Mar,1901,3,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
01-Apr,1901,4,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
01-May,1901,5,21.9,,6.8,,14.4,,31.1,,-2.8,,37.8,,0,,37.8,,,,,,,
01-Jun,1901,6,18.4,,7.4,,12.9,,25,,-1.1,,80.3,,0,,80.3,,,,,,,
01-Jul,1901,7,23.7,,11.4,,17.6,,31.1,,5,,78.7,,0,,78.7,,,,,,,
01-Aug,1901,8,24.6,,8.5,,16.6,,31.1,S,-2.8,,14.5,,0,,14.5,,,,,,,
01-Sep,1901,9,13.3,,2.1,,7.7,,30.6,,-5,,72.9,,23.4,,96.3,,,,,,,
01-Oct,1901,10,14.3,,-1.6,,6.4,,21.7,,-9.4,,21.3,,0,,21.3,,,,,,,
01-Nov,1901,11,-0.7,,-12.2,,-6.5,,9.4,,-22.2,,0,,3,,3,,,,,,,
01-Dec,1901,12,-6,,-15.3,,-10.7,,8.3,,-36.7,,0,,7.6,,7.6,,,,,,,
02-Jan,1902,1,-7.4,,-19.6,,-13.5,,3.9,,-35,S,0,,3.8,,3.8,,,,,,,
02-Feb,1902,2,-9.9,,-20.4,,-15.2,,4.4,,-37.8,,0,,12.7,,12.7,,,,,,,
02-Mar,1902,3,-4,,-14,,-9,,3.9,,-31.7,,0,,,M,,M,,,,,,
02-Apr,1902,4,8.3,,-4.2,,2.1,,18.3,,-12.8,,2.3,,0,,2.3,,,,,,,
02-May,1902,5,17.7,,5.3,,11.5,,30,,-2.8,,70.1,,0,,70.1,,,,,,,
02-Jun,1902,6,16.6,,4.1,,10.4,,25.6,,-1.7,,88.1,,0,,88.1,,,,,,,
02-Jul,1902,7,22.5,,7.8,,15.2,,29.4,,2.2,,74.4,,0,,74.4,,,,,,,
02-Aug,1902,8,24.2,,7.5,,15.9,,32.2,S,1.7,,19.1,,0,,19.1,,,,,,,
02-Sep,1902,9,16.8,,0.5,,8.7,,26.1,,-5,,15.5,,0,,15.5,,,,,,,
02-Oct,1902,10,12.2,,-5.1,,3.6,,25,,-11.7,,1.8,,0,T,1.8,,,,,,,
02-Nov,1902,11,-4,,-15.8,,-9.9,,12.8,,-30.6,,0,,24.1,,24.1,,,,,,,
02-Dec,1902,12,-14.6,,-26.6,,-20.6,,-0.6,,-38.9,,0,,3.8,,3.8,,,,,,,
03-Jan,1903,1,-11.2,,-24.4,,-17.8,,3.3,,-38.3,S,0,,5.1,,5.1,,,,,,,
03-Feb,1903,2,-11.1,,-24.7,,-17.9,,1.7,,-44.4,,0,,,M,,M,,,,,,
03-Mar,1903,3,-7.5,,-22.4,,-15,,5,,-33.9,,0,,,M,,M,,,,,,
03-Apr,1903,4,9.1,,-5.4,,1.9,,23.9,,-16.7,,14.7,,6.4,,21.1,,,,,,,
03-May,1903,5,15.9,,0.7,,8.3,,33.3,,-10,,82.3,,0,,82.3,,,,,,,
03-Jun,1903,6,23.8,,6.6,,15.2,,30.6,,-3.3,,5.8,,0,,5.8,,,,,,,
03-Jul,1903,7,21.9,,8.3,,15.1,,31.7,,3.3,,140.7,,0,,140.7,,,,,,,
03-Aug,1903,8,19.3,,7.8,,13.6,,26.7,,3.3,,94.2,,0,,94.2,,,,,,,
03-Sep,1903,9,13.4,,0.3,,6.9,,25.6,,-6.1,,34,,0,,34,,,,,,,
03-Oct,1903,10,13.4,,-2.4,,5.5,,23.9,,-8.9,,7.6,,0,,7.6,,,,,,,
03-Nov,1903,11,-1.3,,-12.1,,-6.7,,21.7,,-29.4,,0.5,,7.6,,8.1,,,,,,,
03-Dec,1903,12,-6.1,,-17.3,,-11.7,,5.6,,-32.2,S,0,,5.1,,5.1,,,,,,,
04-Jan,1904,1,-12.1,,-24.2,,-18.2,,4.4,,-40,,0,,24.1,,24.1,,,,,,,
04-Feb,1904,2,-19.2,,-31.3,,-25.3,,-3.9,,-42.8,,0,,27.9,,27.9,,,,,,,
04-Mar,1904,3,-8.7,,-20.7,,-14.7,,3.3,,-27.8,S,0,,15.2,,15.2,,,,,,,
04-Apr,1904,4,5.8,,-3.9,,1,,21.7,,-13.9,,6.4,,,M,,M,,,,,,
04-May,1904,5,16.4,,3.3,,9.9,,24.4,,-3.3,,66.8,,0,,66.8,,,,,,,
04-Jun,1904,6,20.6,,7,,13.8,,29.4,,0.6,,61.2,,0,,61.2,,,,,,,
04-Jul,1904,7,23.4,,9.2,,16.3,,32.2,,2.2,,112,,0,,112,,,,,,,
04-Aug,1904,8,20.8,,7.5,,14.2,,28.3,,0,,30.2,,0,,30.2,,,,,,,
04-Sep,1904,9,15.7,,2.7,,9.2,,22.8,,-4.4,,67.1,,0,,67.1,,,,,,,
04-Oct,1904,10,12.1,,-1.9,,5.1,,20.6,,-7.8,,31.8,,0,,31.8,,,,,,,
04-Nov,1904,11,7.4,,-7,,0.2,,16.7,S,-21.1,,0,,3.8,,3.8,,,,,,,
04-Dec,1904,12,-7.3,,-18.1,,-12.7,,3.3,,-35.6,,0,,15.2,,15.2,,,,,,,
05-Jan,1905,1,-13.6,,-25.8,,-19.7,,-1.7,,-40,,0,,3.8,,3.8,,,,,,,
05-Feb,1905,2,-10.5,,-23.1,,-16.8,,7.8,,-38.9,S,0,,6.4,,6.4,,,,,,,
05-Mar,1905,3,5.3,,-8.4,,-1.6,,16.7,,-22.8,,4.3,,,M,,M,,,,,,
05-Apr,1905,4,11,,-4.3,,3.4,,27.2,,-12.8,S,3.8,,0,T,,M,,,,,,
05-May,1905,5,16.1,,2.6,,9.4,,23.9,S,-6.1,,49.5,,0,,49.5,,,,,,,
05-Jun,1905,6,18.6,,6.9,,12.8,,30.6,,0,S,82.8,,0,,82.8,,,,,,,
05-Jul,1905,7,23.7,,9.2,,16.5,,30,,3.9,,12.7,,0,,12.7,,,,,,,
05-Aug,1905,8,24.9,,9.3,,17.1,,30,,3.3,,59.2,,0,,59.2,,,,,,,
05-Sep,1905,9,17.3,,2.9,,10.1,,25.6,,-2.2,,27.9,,0,,27.9,,,,,,,
05-Oct,1905,10,7.1,,-4.3,,1.4,,22.2,,-18.3,,15,,2.5,,17.5,,,,,,,
05-Nov,1905,11,3.8,,-7.7,,-2,,14.4,S,-26.1,,0,T,0,T,0,T,,,,,,
05-Dec,1905,12,-4.6,,-16.1,,-10.4,,5,,-26.7,,0,,7.6,,7.6,,,,,,,
06-Jan,1906,1,-9.4,,-21.6,,-15.5,,5,,-40.6,,0,,15.2,,15.2,,,,,,,
06-Feb,1906,2,-9.4,,-21.6,,-15.5,,3.3,S,-37.2,,0,,2.5,,2.5,,,,,,,
06-Mar,1906,3,-4.7,,-15.7,,-10.2,,15.6,,-29.4,S,0,,0,,0,,,,,,,
06-Apr,1906,4,14.4,,0.2,,7.3,,26.7,,-8.9,,15.5,,0,T,15.5,,,,,,,
06-May,1906,5,14.9,,2.6,,8.8,,28.3,,-6.7,,19.6,,0,,19.6,,,,,,,
06-Jun,1906,6,21.7,,9.3,,15.5,,29.4,,0.6,,68.8,,0,,68.8,,,,,,,
06-Jul,1906,7,26.5,,12.2,,19.4,,33.9,S,6.1,,55.9,,0,,55.9,,,,,,,
06-Aug,1906,8,24,,8.9,,16.5,,35.6,,2.2,,63.5,,0,,63.5,,,,,,,
06-Sep,1906,9,18.6,,5.1,,11.9,,29.4,,-3.9,,36.8,,0,,36.8,,,,,,,
06-Oct,1906,10,12.3,,-1.9,,5.2,,21.1,,-9.4,,11.7,,0,,11.7,,,,,,,
06-Nov,1906,11,-1.6,,-8.5,,-5.1,,8.3,,-23.3,,22.4,,5.1,,27.4,,,,,,,
06-Dec,1906,12,-10.9,,-21.9,,-16.4,,3.9,,-33.9,,0,,,M,,M,,,,,,
07-Jan,1907,1,-22.4,,-33.4,,-27.9,,-4.4,,-44.4,,0,,30.5,,30.5,,,,,,,
07-Feb,1907,2,-10.3,,-22,,-16.2,,3.3,,-42.8,,0,,,M,,M,,,,,,
07-Mar,1907,3,-5.2,,-19,,-12.1,,3.3,,-26.7,,0,,20.3,,20.3,,,,,,,
07-Apr,1907,4,0.7,,-8.8,,-4.1,,10.6,,-16.7,S,0,T,7.6,,7.6,,,,,,,
07-May,1907,5,9,,-2.6,,3.2,,23.3,,-12.8,,14,,0,,14,,,,,,,
07-Jun,1907,6,21.1,,8.4,,14.8,,28.9,,1.1,,53.8,,0,,53.8,,,,,,,
07-Jul,1907,7,23.4,,10.4,,16.9,,28.9,,6.1,,37.6,,0,,37.6,,,,,,,
07-Aug,1907,8,21.1,,7.3,,14.2,,29.4,S,2.8,,65.5,,0,,65.5,,,,,,,
07-Sep,1907,9,15.4,,1.4,,8.4,,26.1,,-9.4,,26.4,,0,,26.4,,,,,,,
07-Oct,1907,10,14.6,,-2.9,,5.9,,22.8,S,-11.1,S,0.3,,0,,0.3,,,,,,,
07-Nov,1907,11,3.3,,-11.3,,-4,,13.3,,-19.4,,0,,1.3,,1.3,,,,,,,
07-Dec,1907,12,-5.2,,-17.1,,-11.2,,10,,-30.6,,0,,6.4,,6.4,,,,,,,
08-Jan,1908,1,-7.7,,-20.8,,-14.3,,3.3,S,-33.9,S,0,,2.5,,2.5,,,,,,,
08-Feb,1908,2,-9.2,,-19.6,,-14.4,,3.9,,-32.8,,0,,19.1,,19.1,,,,,,,
08-Mar,1908,3,-9.5,,-21.2,,-15.4,,3.3,,-31.7,,0,,16,,16,,,,,,,
08-Apr,1908,4,8.4,,-3.4,,2.5,,25.6,,-22.8,,16.3,,0,T,16.3,,,,,,,
08-May,1908,5,18.7,,3.7,,11.2,,27.8,,-6.1,S,16.5,,0,,16.5,,,,,,,
08-Jun,1908,6,19.1,,8.3,,13.7,,31.7,,2.2,,139.2,,0,,139.2,,,,,,,
08-Jul,1908,7,25.2,,11.1,,18.2,,36.1,,5,,31,,0,,31,,,,,,,
08-Aug,1908,8,22.3,,7.4,,14.9,,29.4,S,0,,50.3,,0,,50.3,,,,,,,
08-Sep,1908,9,19.6,,3.8,,11.7,,30,,-11.1,,8.9,,0,,8.9,,,,,,,
08-Oct,1908,10,8.2,,-3.3,,2.5,,21.7,,-10.6,S,41.9,,0,,41.9,,,,,,,
08-Nov,1908,11,2.6,,,M,,M,13.3,,,M,0,,6.4,,6.4,,,,,,,
08-Dec,1908,12,-8.6,,-18.8,,-13.7,,1.7,,-34.4,,0,,11.4,,11.4,,,,,,,
09-Jan,1909,1,-18.2,,-29.4,,-23.8,,1.7,,-44.4,,0,,20.3,,20.3,,,,,,,
09-Feb,1909,2,-14.8,,-23.9,,-19.4,,-1.1,,-38.3,S,0,,8.1,,8.1,,,,,,,
09-Mar,1909,3,-4.4,,-13.8,,-9.1,,2.8,,-23.9,,0,,11.4,,11.4,,,,,,,
09-Apr,1909,4,2.1,,-7.1,,-2.5,,12.2,,-18.9,,0,,3.8,,3.8,,,,,,,
09-May,1909,5,17,,3.8,,10.4,,25,S,-5.6,S,60.7,,0,,60.7,,,,,,,
09-Jun,1909,6,21.8,,10.8,,16.3,,28.9,S,3.9,,44.7,,0,,44.7,,,,,,,
09-Jul,1909,7,23.3,,13.6,,18.5,,28.9,,8.3,,156,,0,,156,,,,,,,
09-Aug,1909,8,25.3,,10.3,,17.8,,33.3,S,2.2,,5.8,,0,,5.8,,,,,,,
09-Sep,1909,9,22.6,,6.2,,14.4,,31.7,,-4.4,,14.5,,0,,14.5,,,,,,,
09-Oct,1909,10,9.5,,-2,,3.8,,23.9,,-13.3,,26.4,,0.3,,26.7,,,,,,,
09-Nov,1909,11,-3.8,,-14.9,,-9.4,,12.2,,-33.3,,13.2,,19.3,,32.5,,,,,,,
09-Dec,1909,12,-11.4,,-20.9,,-16.2,,1.7,,-30.6,S,0,,19.1,,19.1,,,,,,,
10-Jan,1910,1,-9.6,,-20.1,,-14.9,,1.7,,-37.2,,0,,7.6,,7.6,,,,,,,
10-Feb,1910,2,-12.1,,-25.7,,-18.9,,2.8,,-38.9,S,0,T,5.1,,5.1,,,,,,,
10-Mar,1910,3,6.7,,-6.1,,0.3,,22.8,,-26.1,S,0,,10.2,,10.2,,,,,,,
10-Apr,1910,4,14.4,,-0.4,,7,,30,,-8.3,,6.4,,0,,6.4,,,,,,,
10-May,1910,5,16.7,,2,,9.4,,25,,-9.4,,20.1,,0,,20.1,,,,,,,
10-Jun,1910,6,22.7,,9.3,,16,,35,,-2.2,,57.4,,0,,57.4,,,,,,,
10-Jul,1910,7,25.7,,11.1,,18.4,,33.9,S,6.7,S,55.4,,0,,55.4,,,,,,,
10-Aug,1910,8,21.2,,8.1,,14.7,,31.1,,-1.1,,55.6,,0,,55.6,,,,,,,
10-Sep,1910,9,16.6,,3.1,,9.9,,26.7,,-6.7,,39.4,,0,,39.4,,,,,,,
10-Oct,1910,10,11.8,,-2.4,,4.7,,24.4,,-10,S,8.1,,0,T,8.1,,,,,,,
10-Nov,1910,11,-3.9,,-12.5,,-8.2,,3.9,S,-25,,0,,3.8,,3.8,,,,,,,
10-Dec,1910,12,-8.4,,-18.7,,-13.6,,3.3,,-31.7,,0,,12.7,,12.7,,,,,,,
11-Jan,1911,1,-20.2,,-31.9,,-26.1,,0.6,,-42.8,,0,,66,,66,,,,,,,
11-Feb,1911,2,-13.1,,-24.8,,-19,,1.7,,-36.1,,0,,10.2,,10.2,,,,,,,
11-Mar,1911,3,0.2,,-10.5,,-5.2,,10.6,,-23.9,,0,,7.6,,7.6,,,,,,,
11-Apr,1911,4,10.1,,-2.8,,3.7,,23.9,,-13.9,S,29.7,,9.4,,39.1,,,,,,,
11-May,1911,5,15.2,,3.2,,9.2,,31.7,,-5,,61,,0,,61,,,,,,,
11-Jun,1911,6,22.7,,10.6,,16.7,,30.6,,4.4,,128.8,,0,,128.8,,,,,,,
11-Jul,1911,7,20.9,,8.2,,14.6,,27.8,,2.8,S,47.5,,0,,47.5,,,,,,,
11-Aug,1911,8,21.6,,7.6,,14.6,,29.4,S,1.1,,80.8,,0,,80.8,,,,,,,
11-Sep,1911,9,15.9,,3.1,,9.5,,23.3,,-5,,14.2,,0,,14.2,,,,,,,
11-Oct,1911,10,11.8,,-3.4,,4.2,,23.3,S,-14.4,,0,,0,,0,,,,,,,
11-Nov,1911,11,-5.4,,-17.5,,-11.5,,10,,-31.1,,0,,17.8,,17.8,,,,,,,
11-Dec,1911,12,-8.5,,-17.6,,-13.1,,1.7,,-39.4,,0,,20.3,,20.3,,,,,,,
12-Jan,1912,1,-18.8,,-27.7,,-23.3,,0.6,,-48.3,,0,,0,T,0,T,,,,,,
12-Feb,1912,2,-7.7,,-19.8,,-13.8,,1.1,S,-35.6,,0,,0,T,0,T,,,,,,
12-Mar,1912,3,-7.2,,-20.9,,-14.1,,9.4,,-35.6,,0,,15.2,,15.2,,,,,,,
12-Apr,1912,4,13.4,,-2.2,,5.6,,20.6,S,-10.6,,1.5,,0,,1.5,,,,,,,
12-May,1912,5,16.3,,4.1,,10.2,,28.3,S,-0.6,,77.5,,0,,77.5,,,,,,,
12-Jun,1912,6,24.7,,10.2,,17.5,,37.8,,0.6,,83.3,,0,,83.3,,,,,,,
12-Jul,1912,7,20.5,,10.3,,15.4,,25.6,S,3.9,,73.2,,0,,73.2,,,,,,,
12-Aug,1912,8,21.5,,10.7,,16.1,,27.8,,3.3,,63.2,,0,,63.2,,,,,,,
12-Sep,1912,9,14,,2.4,,8.2,,23.3,,-5.6,,75.4,,1,,76.5,,,,,,,
12-Oct,1912,10,10.3,,-1.3,,4.5,,22.2,,-6.1,,6.9,,0,T,6.9,,,,,,,
12-Nov,1912,11,2.3,,-5.9,,-1.8,,7.8,,-11.7,,11.4,,0,T,11.4,,,,,,,
