Date/Time,Year,Month,Mean Max Temp (C),Mean Max Temp Flag,Mean Min Temp (C),Mean Min Temp Flag,Mean Temp (C),Mean Temp Flag,Extr Max Temp (C),Extr Max Temp Flag,Extr Min Temp (C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
12-Dec,1912,12,-4.4,,-16.7,,-10.6,,6.1,,-26.7,,0,,15.2,,15.2,,,,,,,
13-Jan,1913,1,-17.7,,-28,,-22.9,,5,,-46.1,,0,,25.4,,25.4,,,,,,,
13-Feb,1913,2,-11.2,,-22.3,,-16.8,,3.9,,-37.2,,0,,25.4,,25.4,,,,,,,
13-Mar,1913,3,-6.6,,-19.6,,-13.1,,5,,-35.6,,0,,6.4,,6.4,,,,,,,
13-Apr,1913,4,13,,0.1,,6.6,,25.6,,-6.7,,7.1,,0,,7.1,,,,,,,
13-May,1913,5,15.3,,2.5,,8.9,,27.2,,-6.7,,8.9,,0,,8.9,,,,,,,
13-Jun,1913,6,22.3,,10,,16.2,,32.2,,1.1,,74.2,,0,,74.2,,,,,,,
13-Jul,1913,7,22.8,,10.3,,16.6,,30.6,,4.4,,54.4,,0,,54.4,,,,,,,
13-Aug,1913,8,23.1,,9.9,,16.5,,30,S,4.4,,65.5,,0,,65.5,,,,,,,
13-Sep,1913,9,18.7,,3.9,,11.3,,30.6,,-1.1,S,56.6,,0,,56.6,,,,,,,
13-Oct,1913,10,6.6,,-4,,1.3,,20.6,,-18.3,S,8.9,,3.6,,12.4,,,,,,,
13-Nov,1913,11,2.2,,-9.5,,-3.7,,12.8,,-20,,0,T,16.5,,16.5,,,,,,,
13-Dec,1913,12,-4.2,,-14.1,,-9.2,,3.3,,-25,,0,,2.5,,2.5,,,,,,,
14-Jan,1914,1,-9.4,,-20.9,,-15.2,,3.3,,-37.2,S,0,,22.9,,22.9,,,,,,,
14-Feb,1914,2,-15.1,,-28.1,,-21.6,,4.4,,-42.8,,0,,10.2,,10.2,,,,,,,
14-Mar,1914,3,-1.5,,-11,,-6.3,,8.9,,-25.6,,0.3,,12.2,,12.4,,,,,,,
14-Apr,1914,4,9.8,,-3.2,,3.3,,22.2,,-12.8,,10.2,,0,,10.2,,,,,,,
14-May,1914,5,17.2,,3.6,,10.4,,27.8,S,-4.4,,41.9,,0,,41.9,,,,,,,
14-Jun,1914,6,21.7,,9.1,,15.4,,30,,3.9,S,45.5,,0,,45.5,,,,,,,
14-Jul,1914,7,28.8,,13.2,,21,,37.2,,6.1,S,23.9,,0,,23.9,,,,,,,
14-Aug,1914,8,24.3,,8.8,,16.6,,33.3,,1.1,S,10.4,,0,,10.4,,,,,,,
14-Sep,1914,9,18.1,,4.6,,11.4,,27.2,S,-1.7,,36.6,,0,,36.6,,,,,,,
14-Oct,1914,10,12.2,,0.4,,6.3,,27.8,,-7.8,S,65.5,,0,T,65.5,,,,,,,
14-Nov,1914,11,0.3,,-8.8,,-4.3,,11.1,S,-26.7,,4.3,,22.9,,27.2,,,,,,,
14-Dec,1914,12,-11.7,,-18.6,,-15.2,,-2.8,S,-33.9,,0,,14,,14,,,,,,,
15-Jan,1915,1,-12.3,,-21.3,,-16.8,,0.6,,-42.8,,0,,14,,14,,,,,,,
15-Feb,1915,2,-7.1,,-16.3,,-11.7,,-0.6,S,-26.7,,0,,7.6,,7.6,,,,,,,
15-Mar,1915,3,-1.2,,-11.5,,-6.4,,7.2,,-22.8,,0,,0,,0,,,,,,,
15-Apr,1915,4,15.9,,1.4,,8.7,,26.1,,-6.7,,3,,0,,3,,,,,,,
15-May,1915,5,18.9,,4.2,,11.6,,26.7,,-5,,33.3,,0,,33.3,,,,,,,
15-Jun,1915,6,19.4,,7.1,,13.3,,26.1,,-1.7,,49.8,,0,,49.8,,,,,,,
15-Jul,1915,7,21.7,,9.5,,15.6,,28.3,,3.9,,51.8,,0,,51.8,,,,,,,
15-Aug,1915,8,26.3,,11,,18.7,,33.3,S,2.8,,30,,0,,30,,,,,,,
15-Sep,1915,9,14.2,,2.7,,8.5,,24.4,S,-5,,32,,0,,32,,,,,,,
15-Oct,1915,10,12.3,,-1.7,,5.3,,20.6,,-5.6,S,12.4,,0,,12.4,,,,,,,
15-Nov,1915,11,-0.3,,-12.1,,-6.2,,10.6,,-23.9,,0,,15.5,,15.5,,,,,,,
15-Dec,1915,12,-7.3,,-16.6,,-12,,2.2,,-26.7,,0,,18.5,,18.5,,,,,,,
16-Jan,1916,1,-21.6,,-31.8,,-26.7,,-8.3,S,-46.1,,0,,14,,14,,,,,,,
16-Feb,1916,2,-10.2,,-21.1,,-15.7,,6.7,,-35.6,S,0,,4.1,,4.1,,,,,,,
16-Mar,1916,3,-6.2,,-16.9,,-11.6,,6.1,S,-33.3,S,3.8,,14,,17.8,,,,,,,
16-Apr,1916,4,8.8,,-1.6,,3.6,,23.3,,-10,,15.2,,1,,16.3,,,,,,,
16-May,1916,5,14.3,,2.5,,8.4,,25.6,,-7.2,,54.1,,0,,54.1,,,,,,,
16-Jun,1916,6,18.6,,7.7,,13.2,,25.6,,0,,50.8,,0,,50.8,,,,,,,
16-Jul,1916,7,24.5,,13.3,,18.9,,32.2,,8.9,,121.7,,0,,121.7,,,,,,,
16-Aug,1916,8,21.9,,8.6,,15.3,,28.3,,2.8,,50.5,,0,,50.5,,,,,,,
16-Sep,1916,9,16.9,,2.7,,9.8,,25.6,,-4.4,,35.1,,0,,35.1,,,,,,,
16-Oct,1916,10,7.6,,-2.9,,2.4,,18.9,,-12.2,,3.6,,19.8,,23.4,,,,,,,
16-Nov,1916,11,1.7,,-8.6,,-3.5,,13.9,,-18.9,,0,,3,,3,,,,,,,
16-Dec,1916,12,-12.1,,-23.7,,-17.9,,7.2,,-37.2,S,0,,11.4,,11.4,,,,,,,
17-Jan,1917,1,-15.4,,-27,,-21.2,,6.1,,-38.3,S,0,,33,,33,,,,,,,
17-Feb,1917,2,-15.8,,-27.8,,-21.8,,2.2,,-42.8,,0,,10.2,,10.2,,,,,,,
17-Mar,1917,3,-3.8,,-16.1,,-10,,3.9,,-36.7,,9.7,,15,,24.6,,,,,,,
17-Apr,1917,4,3.3,,-4.8,,-0.8,,8.9,S,-16.7,S,9.7,,19.6,,29.2,,,,,,,
17-May,1917,5,18.7,,3.2,,11,,32.8,,-5,,8.6,,0,,8.6,,,,,,,
17-Jun,1917,6,20.3,,6.5,,13.4,,29.4,,-0.6,,56.9,,0,,56.9,,,,,,,
17-Jul,1917,7,27.5,,11.8,,19.7,,33.3,,5,,34.8,,0,,34.8,,,,,,,
17-Aug,1917,8,23.9,,8.4,,16.2,,33.3,,3.9,,51.6,,0,,51.6,,,,,,,
17-Sep,1917,9,19.2,,4.1,,11.7,,31.1,,-3.3,,34.3,,0,,34.3,,,,,,,
17-Oct,1917,10,7.7,,-5.6,,1.1,,23.3,,-21.7,,2,,15.2,,17.3,,,,,,,
17-Nov,1917,11,8.3,,-3,,2.7,,15,,-11.1,,3.3,,3.3,,6.6,,,,,,,
17-Dec,1917,12,-18.9,,-29.2,,-24.1,,-3.3,,-40.6,S,0,,16.5,,16.5,,,,,,,
18-Jan,1918,1,-16.1,,-25.9,,-21,,3.3,S,-41.1,S,0,,15.2,,15.2,,,,,,,
18-Feb,1918,2,-11.3,,-23.3,,-17.3,,5,,-40,S,0,,5.1,,5.1,,,,,,,
18-Mar,1918,3,0.6,,-11.4,,-5.4,,16.7,,-30,,0.8,,17.8,,18.5,,,,,,,
18-Apr,1918,4,12.2,,-3.6,,4.3,,26.1,,-11.1,,43.7,,6.4,,50,,,,,,,
18-May,1918,5,14.3,,,M,,M,30,,,M,25.1,,5.1,,30.2,,,,,,,
18-Jun,1918,6,23.6,,,M,,M,38.3,,,M,41.9,,0,,41.9,,,,,,,
18-Jul,1918,7,23.7,,9.3,,16.5,,35,,-0.6,,84.6,,0,,84.6,,,,,,,
18-Aug,1918,8,23.9,,10,,17,,31.1,,3.9,,39.9,,0,,39.9,,,,,,,
18-Sep,1918,9,18.6,,1.3,,10,,28.9,,-8.3,,5.6,,0,,5.6,,,,,,,
18-Oct,1918,10,12.3,,-2.5,,4.9,,22.2,,-13.9,S,10.2,,0,,10.2,,,,,,,
18-Nov,1918,11,3.8,,-9.4,,-2.8,,12.8,,-18.9,,0.3,,3.8,,4.1,,,,,,,
18-Dec,1918,12,-4.7,,-15.3,,-10,,5,,-31.7,,0,,7.6,,7.6,,,,,,,
19-Jan,1919,1,-3.4,,-16.2,,-9.8,,5.6,S,-33.9,,0,,15.2,,15.2,,,,,,,
19-Feb,1919,2,-13.4,,-24.8,,-19.1,,1.7,,-44.4,,0,,10.2,,10.2,,,,,,,
19-Mar,1919,3,-7.8,,-20.3,,-14.1,,3.9,S,-33.9,,0,,14.2,,14.2,,,,,,,
19-Apr,1919,4,12.3,,-0.8,,5.8,,23.9,,-8.3,,24.1,,0,,24.1,,,,,,,
19-May,1919,5,21.1,,4.6,,12.9,,36.1,,-7.2,,4.8,,0,,4.8,,,,,,,
19-Jun,1919,6,26.1,,10.2,,18.2,,34.4,,-3.3,,49.8,,0,,49.8,,,,,,,
19-Jul,1919,7,26.7,,11.5,,19.1,,40,,5.6,,35.6,,0,,35.6,,,,,,,
19-Aug,1919,8,25.1,,10.6,,17.9,,33.3,,3.3,,53.3,,0,,53.3,,,,,,,
19-Sep,1919,9,17.9,,4.6,,11.3,,26.7,,-3.3,S,54.9,,0,,54.9,,,,,,,
19-Oct,1919,10,3.3,,-8.6,,-2.7,,20.6,,-25.6,,2.8,,16.5,,19.3,,,,,,,
19-Nov,1919,11,-7.2,,-16.2,,-11.7,,7.8,,-33.3,,0,,4.6,,4.6,,,,,,,
19-Dec,1919,12,-10.9,,-20.3,,-15.6,,4.4,S,-35,,0,,6.6,,6.6,,,,,,,
20-Jan,1920,1,-15.1,,-25.4,,-20.3,,0.6,,-40.6,S,0,,35.6,,35.6,,,,,,,
20-Feb,1920,2,-5.5,,-16.3,,-10.9,,3.3,,-32.2,,0,,16.5,,16.5,,,,,,,
20-Mar,1920,3,-3.9,,-14.3,,-9.1,,7.8,,-31.1,,0,T,34.3,,34.3,,,,,,,
20-Apr,1920,4,1.5,,-7.7,,-3.1,,13.3,,-21.1,S,10.2,,0,T,10.2,,,,,,,
20-May,1920,5,17.9,,3.8,,10.9,,26.7,,-0.6,S,36.3,,0,,36.3,,,,,,,
20-Jun,1920,6,21.2,,8.2,,14.7,,27.2,S,1.1,,25.1,,0,,25.1,,,,,,,
20-Jul,1920,7,26.7,,12.1,,19.4,,35.6,,6.1,,56.9,,0,,56.9,,,,,,,
20-Aug,1920,8,25.4,,10.8,,18.1,,35,,1.7,S,63.5,,0,,63.5,,,,,,,
20-Sep,1920,9,19.7,,5.2,,12.5,,27.8,,-2.8,,50.5,,0,,50.5,,,,,,,
20-Oct,1920,10,14.2,,-0.5,,6.9,,27.8,,-6.1,S,40.4,,0,T,40.4,,,,,,,
20-Nov,1920,11,0.1,,-7.4,,-3.7,,5.6,S,-17.2,S,5.8,,1.3,,7.1,,,,,,,
20-Dec,1920,12,-7.2,,-15.7,,-11.5,,3.3,,-29.4,,0,,8.9,,8.9,,,,,,,
21-Jan,1921,1,-8.2,,-19,,-13.6,,3.9,,-30,,0,,12.2,,12.2,,,,,,,
21-Feb,1921,2,-7.2,,-18.2,,-12.7,,8.3,,-34.4,,0,,23.6,,23.6,,,,,,,
21-Mar,1921,3,-4.4,,-16.2,,-10.3,,7.2,,-31.7,,0,,54.6,,54.6,,,,,,,
21-Apr,1921,4,6.7,,-3.9,,1.4,,17.8,,-15,,31.8,,20.3,,52.1,,,,,,,
21-May,1921,5,16.7,,4.7,,10.7,,27.2,,-3.3,,43.2,,8.9,,52.1,,,,,,,
21-Jun,1921,6,24.4,,12.4,,18.4,,31.1,,-1.1,,104.4,,0,,104.4,,,,,,,
21-Jul,1921,7,25.3,,11.5,,18.4,,35,,8.3,,86.4,,0,,86.4,,,,,,,
21-Aug,1921,8,24.7,,8.7,,16.7,,35,,2.8,,6.6,,0,,6.6,,,,,,,
21-Sep,1921,9,16.6,,4.2,,10.4,,26.7,,-1.1,,75.7,,10.9,,86.6,,,,,,,
21-Oct,1921,10,12.4,,-0.4,,6,,21.7,,-5,S,9.1,,0,,9.1,,,,,,,
21-Nov,1921,11,-4.4,,-13.2,,-8.8,,13.3,,-27.8,S,0.3,,35.6,,35.8,,,,,,,
21-Dec,1921,12,-8.7,,-18.8,,-13.8,,3.9,,-38.3,,0,T,14,,14,,,,,,,
22-Jan,1922,1,-11.8,,-24.1,,-18,,5,,-42.2,,0,,13,,13,,,,,,,
22-Feb,1922,2,-16.8,,-28.3,,-22.6,,-7.8,,-37.2,S,0,,13.5,,13.5,,,,,,,
22-Mar,1922,3,-3,,-14.7,,-8.9,,4.4,,-26.1,,0,,22.1,,22.1,,,,,,,
22-Apr,1922,4,8.8,,-1.9,,3.5,,23.3,,-10.6,,7.1,,2.3,,9.4,,,,,,,
22-May,1922,5,18.2,,5.9,,12.1,,31.1,,0.6,S,65.8,,0,,65.8,,,,,,,
22-Jun,1922,6,23.6,,9.6,,16.6,,32.2,S,2.2,,32.5,,0,,32.5,,,,,,,
22-Jul,1922,7,25.9,,9.8,,17.9,,31.7,,4.4,,20.1,,0,,20.1,,,,,,,
22-Aug,1922,8,25.3,,11.7,,18.5,,37.8,,3.9,,98.3,,0,,98.3,,,,,,,
22-Sep,1922,9,21.6,,5.2,,13.4,,33.3,,-1.7,,19.6,,0,,19.6,,,,,,,
22-Oct,1922,10,10.3,,-1.4,,4.5,,21.7,,-5,S,19.3,,2.5,,21.8,,,,,,,
22-Nov,1922,11,2.1,,-9.1,,-3.5,,11.7,,-22.8,,0,,3.3,,3.3,,,,,,,
22-Dec,1922,12,-13.1,,-22.1,,-17.6,,2.2,,-34.4,S,0,,21.8,,21.8,,,,,,,
23-Jan,1923,1,-11.5,,-23.3,,-17.4,,5,S,-32.8,S,0,,9.7,,9.7,,,,,,,
23-Feb,1923,2,-12.5,,-25.8,,-19.2,,5,,-39.4,S,0,,16.3,,16.3,,,,,,,
23-Mar,1923,3,-5.4,,-18.2,,-11.8,,6.1,,-30,,0,,20.6,,20.6,,,,,,,
23-Apr,1923,4,9.2,,-4.2,,2.5,,26.7,,-20,,17.3,,0,T,17.3,,,,,,,
23-May,1923,5,18.1,,3.6,,10.9,,28.9,,-6.1,,42.2,,0,T,42.2,,,,,,,
23-Jun,1923,6,22.5,,11,,16.8,,32.2,,6.7,,129.8,,0,,129.8,,,,,,,
23-Jul,1923,7,25.1,,13.1,,19.1,,30.6,S,5.6,,136.4,,0,,136.4,,,,,,,
23-Aug,1923,8,22.2,,9.6,,15.9,,28.3,,3.9,,71.4,,0,,71.4,,,,,,,
23-Sep,1923,9,19.2,,4.7,,12,,30.6,,-6.1,,22.6,,0,,22.6,,,,,,,
23-Oct,1923,10,13.9,,-1.2,,6.4,,23.9,S,-10,,7.4,,0,T,7.4,,,,,,,
23-Nov,1923,11,5.6,,-8.1,,-1.3,,16.1,,-17.2,S,4.6,,7.6,,12.2,,,,,,,
23-Dec,1923,12,-3.1,,-14.5,,-8.8,,8.9,,-32.8,,0,,3.3,,3.3,,,,,,,
24-Jan,1924,1,-14.2,,-25.8,,-20,,5,,-38.3,,0,,21.8,,21.8,,,,,,,
24-Feb,1924,2,-4.4,,-16.2,,-10.3,,7.8,,-33.3,,0,,43.4,,43.4,,,,,,,
24-Mar,1924,3,-1.1,,-11.2,,-6.2,,3.9,,-22.2,,0,,11.4,,11.4,,,,,,,
24-Apr,1924,4,7.6,,-3.7,,2,,17.2,,-10,,1,,11.9,,13,,,,,,,
24-May,1924,5,16.2,,0.9,,8.6,,26.7,,-5.6,,5.8,,10.4,,16.3,,,,,,,
24-Jun,1924,6,21.2,,6.8,,14,,30,,2.8,S,29,,0,,29,,,,,,,
24-Jul,1924,7,27.1,,11.3,,19.2,,33.9,,5.6,,9.7,,0,,9.7,,,,,,,
24-Aug,1924,8,21.9,,8.5,,15.2,,30,,2.2,,41.1,,0,,41.1,,,,,,,
24-Sep,1924,9,20.5,,4.7,,12.6,,31.7,,-2.8,,31.8,,0,,31.8,,,,,,,
24-Oct,1924,10,14.3,,0.6,,7.5,,25,,-8.3,,48.3,,1.8,,50,,,,,,,
24-Nov,1924,11,-1.6,,-10.7,,-6.2,,6.7,,-26.7,,16.5,,17.8,,34.3,,,,,,,
24-Dec,1924,12,-14.2,,-24.7,,-19.5,,5.6,,-39.4,,0,T,30.5,,30.5,,,,,,,
25-Jan,1925,1,-11.9,,-23.7,,-17.8,,3.3,,-37.2,S,0,,42.7,,42.7,,,,,,,
25-Feb,1925,2,-11.7,,-22.2,,-17,,3.9,,-34.4,S,0,,25.7,,25.7,,,,,,,
25-Mar,1925,3,-3.2,,-14.6,,-8.9,,5.6,,-31.7,,0,,8.9,,8.9,,,,,,,
25-Apr,1925,4,10.6,,0.1,,5.4,,22.2,,-3.3,S,36.3,,0,,36.3,,,,,,,
25-May,1925,5,19.3,,4,,11.7,,33.9,,-3.9,,17.5,,0,,17.5,,,,,,,
25-Jun,1925,6,20.4,,9.8,,15.1,,27.8,,3.9,,124.7,,0,,124.7,,,,,,,
25-Jul,1925,7,25.8,,11.1,,18.5,,35.6,,4.4,,29.7,,0,,29.7,,,,,,,
25-Aug,1925,8,24.6,,9.5,,17.1,,35.6,,2.2,,49,,0,,49,,,,,,,
25-Sep,1925,9,18.2,,5.2,,11.7,,31.1,,-2.2,,34,,11.4,,45.5,,,,,,,
25-Oct,1925,10,4.1,,-6.3,,-1.1,,15,,-18.3,,18.8,,8.9,,27.7,,,,,,,
25-Nov,1925,11,0.6,,-10.6,,-5,,11.1,,-25,,0,,7.6,,7.6,,,,,,,
25-Dec,1925,12,-5.8,,-14.5,,-10.2,,8.9,,-31.7,,0,,6.4,,6.4,,,,,,,
26-Jan,1926,1,-5.1,,-15.8,,-10.5,,4.4,,-30,S,0,,12.7,,12.7,,,,,,,
26-Feb,1926,2,-4.6,,-15.2,,-9.9,,5.6,S,-28.3,,0,,10.2,,10.2,,,,,,,
26-Mar,1926,3,0.6,,-10,,-4.7,,12.8,,-18.3,,4.3,,4.8,,9.1,,,,,,,
26-Apr,1926,4,11.4,,-2.6,,4.4,,26.7,,-16.1,,29.5,,0,T,29.5,,,,,,,
26-May,1926,5,18.3,,6,,12.2,,31.1,,0.6,,69.1,,0,,69.1,,,,,,,
26-Jun,1926,6,20.2,,7.6,,13.9,,32.2,,2.8,,35.1,,0,,35.1,,,,,,,
26-Jul,1926,7,27.3,,12.6,,20,,36.1,,6.1,,60.7,,0,,60.7,,,,,,,
26-Aug,1926,8,23.9,,8.2,,16.1,,35,,1.7,,46.7,,0,,46.7,,,,,,,
26-Sep,1926,9,13.7,,0.9,,7.3,,23.9,,-5.6,S,18.5,,10.2,,28.7,,,,,,,
26-Oct,1926,10,9,,-1.9,,3.6,,20.6,,-9.4,,19.3,,8.4,,27.7,,,,,,,
26-Nov,1926,11,-4.7,,-12.8,,-8.8,,12.2,S,-30,S,1.3,,36.8,,38.1,,,,,,,
26-Dec,1926,12,-11.4,,-21.5,,-16.5,,3.9,S,-36.1,,1.3,,8.9,,10.2,,,,,,,
27-Jan,1927,1,-11.9,,-22.9,,-17.4,,2.8,,-41.1,,0,,22.1,,22.1,,,,,,,
27-Feb,1927,2,-11.6,,-24.2,,-17.9,,3.3,,-35.6,,0,,11.7,,11.7,,,,,,,
27-Mar,1927,3,-0.9,,-12.3,,-6.6,,8.3,,-26.1,,0,,58.9,,58.9,,,,,,,
27-Apr,1927,4,7.5,,-3.3,,2.1,,20.6,S,-16.1,,3.8,,31,,34.8,,,,,,,
27-May,1927,5,13.7,,2.7,,8.2,,22.2,,-2.8,,72.9,,0,,72.9,,,,,,,
27-Jun,1927,6,22.6,,9.4,,16,,31.1,,2.8,,42.4,,0,,42.4,,,,,,,
27-Jul,1927,7,24.1,,11.8,,18,,33.3,,6.7,S,149.9,,0,,149.9,,,,,,,
27-Aug,1927,8,24.9,,8.7,,16.8,,31.1,,2.8,,22.4,,0,,22.4,,,,,,,
27-Sep,1927,9,18.6,,3.9,,11.3,,31.1,,-3.9,,68.1,,0,T,68.1,,,,,,,
27-Oct,1927,10,12.1,,-0.3,,5.9,,27.8,,-5.6,,33,,0,T,33,,,,,,,
27-Nov,1927,11,-7.6,,-18.2,,-12.9,,8.9,,-32.8,,0,,26.7,,26.7,,,,,,,
27-Dec,1927,12,-16.8,,-27.3,,-22.1,,2.8,,-36.7,S,0,,7.6,,7.6,,,,,,,
28-Jan,1928,1,-8.2,,-20.2,,-14.2,,6.7,,-39.4,,0,,2.5,,2.5,,,,,,,
28-Feb,1928,2,-4.6,,-16,,-10.3,,5.6,,-27.8,,0,,3.8,,3.8,,,,,,,
28-Mar,1928,3,0.6,,-11.2,,-5.3,,18.3,,-23.3,,0,,22.4,,22.4,,,,,,,
28-Apr,1928,4,5.7,,-5.7,,0,,26.7,,-16.1,,5.6,,10.2,,15.7,,,,,,,
28-May,1928,5,21.8,,5.3,,13.6,,35,,-4.4,,14.2,,0,,14.2,,,,,,,
28-Jun,1928,6,19.7,,8.4,,14.1,,30,,3.3,,98.8,,0,,98.8,,,,,,,
28-Jul,1928,7,24.8,,12.3,,18.6,,32.2,,8.3,,162.8,,0,,162.8,,,,,,,
28-Aug,1928,8,22.7,,7.7,,15.2,,36.1,,1.1,,48,,0,,48,,,,,,,
28-Sep,1928,9,19.4,,1.5,,10.5,,31.1,S,-7.8,S,3,,0,,3,,,,,,,
28-Oct,1928,10,8.7,,-3,,2.9,,16.1,,-10.6,S,6.9,,19.1,,25.9,,,,,,,
28-Nov,1928,11,3.7,,-8.3,,-2.3,,10.6,,-14.4,,2.5,,0,,2.5,,,,,,,
28-Dec,1928,12,-2.9,,-13.6,,-8.3,,6.7,,-31.1,S,0,,6.4,,6.4,,,,,,,
29-Jan,1929,1,-17,,-27.9,,-22.5,,3.3,,-37.8,S,0,,35.8,,35.8,,,,,,,
29-Feb,1929,2,-12.3,,-23.8,,-18.1,,0.6,,-36.7,,0,,7.9,,7.9,,,,,,,
29-Mar,1929,3,2,,-10.2,,-4.1,,20.6,,-25.6,,0,,12.7,,12.7,,,,,,,
29-Apr,1929,4,6.8,,-4.2,,1.3,,20.6,,-17.2,,13.2,,14,,27.2,,,,,,,
29-May,1929,5,14.8,,1.1,,8,,27.8,,-6.7,S,35.1,,11.4,,46.5,,,,,,,
29-Jun,1929,6,22.3,,9.2,,15.8,,32.2,,4.4,S,52.6,,0,,52.6,,,,,,,
29-Jul,1929,7,26.7,,11.1,,18.9,,37.8,,7.8,S,31.5,,0,,31.5,,,,,,,
29-Aug,1929,8,27.1,,9.1,,18.1,,34.4,,1.1,,9.9,,0,,9.9,,,,,,,
29-Sep,1929,9,16.2,,3.5,,9.9,,29.4,,-1.7,,33.3,,0,,33.3,,,,,,,
29-Oct,1929,10,15.5,,-1.5,,7,,26.1,,-7.8,S,0.8,,0.8,,1.5,,,,,,,
29-Nov,1929,11,0.9,,-9.2,,-4.2,,13.3,,-26.7,,0,T,33.8,,33.8,,,,,,,
29-Dec,1929,12,-11.1,,-21.9,,-16.5,,3.9,,-35.6,S,0,,12.4,,12.4,,,,,,,
30-Jan,1930,1,-17,,-27.2,,-22.1,,-2.8,,-42.2,,0,,6.4,,6.4,,,,,,,
Feb-30,1930,2,-3.4,,-16.4,,-9.9,,8.3,,-35.6,,,M,12.7,,,M,,,,,,
30-Mar,1930,3,-0.2,,-12.3,,-6.3,,9.4,,-24.4,,0,,1.3,,1.3,,,,,,,
30-Apr,1930,4,13.1,,-0.9,,6.1,,21.1,,-8.3,,30.2,,0,T,30.2,,,,,,,
30-May,1930,5,15.6,,2.7,,9.2,,25,,-2.8,,32,,0,,32,,,,,,,
30-Jun,1930,6,22.4,,10.1,,16.3,,33.3,,-0.6,,71.9,,0,,71.9,,,,,,,
30-Jul,1930,7,26.5,,12.5,,19.5,,37.2,,7.8,,30,,0,,30,,,,,,,
30-Aug,1930,8,28.1,,10.3,,19.2,,37.8,,-1.1,,21.8,,0,,21.8,,,,,,,
30-Sep,1930,9,17.7,,3.8,,10.8,,30,,-10,,65.8,,0,,65.8,,,,,,,
30-Oct,1930,10,6.4,,-3.1,,1.7,,22.2,,-14.4,S,12.2,,40.6,,52.8,,,,,,,
30-Nov,1930,11,2.4,,-8.7,,-3.2,,13.9,,-19.4,S,0,,6.4,,6.4,,,,,,,
30-Dec,1930,12,-2.8,,-11.2,,-7,,3.9,,-22.8,S,0,,0,T,0,T,,,,,,
31-Jan,1931,1,-4.4,,-13.8,,-9.1,,10,,-26.7,S,0,,7.6,,7.6,,,,,,,
Feb-31,1931,2,3.7,,-8.9,,-2.6,,12.8,,-17.2,,0,,2.5,,2.5,,,,,,,
31-Mar,1931,3,-0.8,,-11.4,,-6.1,,11.1,,-26.7,,10.9,,8.6,,19.6,,,,,,,
Apr-31,1931,4,12.7,,-3,,4.9,,25,,-8.9,,7.1,,0,T,7.1,,,,,,,
31-May,1931,5,19.3,,2.2,,10.8,,35,,-6.7,,24.4,,0,,24.4,,,,,,,
Jun-31,1931,6,24.6,,9.2,,16.9,,36.1,,1.7,,86.1,,0,,86.1,,,,,,,
31-Jul,1931,7,25.1,,11.4,,18.3,,35.6,,5,S,35.1,,0,,35.1,,,,,,,
31-Aug,1931,8,24.2,,9.6,,16.9,,35.6,,4.4,,16.8,,0,,16.8,,,,,,,
Sep-31,1931,9,17.3,,4.9,,11.1,,31.1,,-1.7,S,83.8,,0,,83.8,,,,,,,
31-Oct,1931,10,12.8,,-0.5,,6.2,,21.7,,-5,,14,,0,T,14,,,,,,,
Nov-31,1931,11,-1.2,,-12.2,,-6.7,,16.1,,-26.1,,0,,30,,30,,,,,,,
31-Dec,1931,12,-4.6,,-14.8,,-9.7,,5,,-27.2,,1.8,,19.6,,21.3,,,,,,,
Jan-32,1932,1,-10.9,,-22.2,,-16.6,,2.8,,-40,,1,,15,,16,,,,,,,
Feb-32,1932,2,-12,,-22.4,,-17.2,,7.2,,-37.8,,0,T,5.6,,5.6,,,,,,,
Mar-32,1932,3,-7.3,,-17.9,,-12.6,,4.4,,-32.8,,0,,20.1,,20.1,,,,,,,
Apr-32,1932,4,8.9,,-2.1,,3.4,,18.3,,-15.6,,27.9,,1,,29,,,,,,,
May-32,1932,5,19.9,,3.6,,11.8,,28.9,S,-3.3,,7.6,,0,T,7.6,,,,,,,
Jun-32,1932,6,23.2,,10.8,,17,,28.9,,3.3,,93.7,,0,,93.7,,,,,,,
Jul-32,1932,7,24.9,,11.1,,18,,36.1,,3.9,,35.6,,0,,35.6,,,,,,,
