Date/Time,Year,Month,Mean Max Temp (C),Mean Max Temp Flag,Mean Min Temp (C),Mean Min Temp Flag,Mean Temp (C),Mean Temp Flag,Extr Max Temp (C),Extr Max Temp Flag,Extr Min Temp (C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
Aug-32,1932,8,25.2,,10.4,,17.8,,33.9,,5.6,,50.5,,0,,50.5,,,,,,,
Sep-32,1932,9,20,,3,,11.5,,33.3,,-3.3,,24.4,,0,,24.4,,,,,,,
Oct-32,1932,10,7.7,,-5.1,,1.3,,25,,-13.9,S,4.6,,3.8,,8.4,,,,,,,
Nov-32,1932,11,-2.9,,-12,,-7.5,,12.8,,-22.2,,0,T,6.4,,6.4,,,,,,,
Dec-32,1932,12,-8.8,,-22.4,,-15.6,,9.4,,-36.1,,0,,14.5,,14.5,,,,,,,
Jan-33,1933,1,-11.6,,-24.7,,-18.2,,2.8,,-37.2,,0,,14.2,,14.2,,,,,,,
Feb-33,1933,2,-10.7,,-25.3,,-18,,6.7,,-38.9,,0,,11.2,,11.2,,,,,,,
Mar-33,1933,3,-1.2,,-14.1,,-7.7,,15.6,,-35,,1.5,,29.2,,30.7,,,,,,,
Apr-33,1933,4,8.7,,-3.7,,2.5,,25,,-7.8,,5.6,,8.9,,14.5,,,,,,,
May-33,1933,5,17.8,,5.2,,11.5,,32.2,,-1.7,,47.5,,0,,47.5,,,,,,,
Jun-33,1933,6,25.2,,9.7,,17.5,,39.4,,1.1,,22.4,,0,,22.4,,,,,,,
Jul-33,1933,7,27.1,,10.4,,18.8,,38.3,,3.9,,24.1,,0,,24.1,,,,,,,
Aug-33,1933,8,27.3,,9.2,,18.3,,35,,0,,34.8,,0,,34.8,,,,,,,
Sep-33,1933,9,16.3,,5,,10.7,,28.3,,-5,,59.7,,0,,59.7,,,,,,,
Oct-33,1933,10,8.3,,-5.2,,1.6,,23.9,,-17.8,,8.1,,25.9,,34,,,,,,,
Nov-33,1933,11,0.4,,-10.4,,-5,,8.3,S,-21.1,,2.3,,7.4,,9.7,,,,,,,
Dec-33,1933,12,-15.9,,-26,,-21,,5.6,,-38.9,,0,,37.6,,37.6,,,,,,,
Jan-34,1934,1,-6.2,,-18,,-12.1,,5,,-31.7,,0.3,,19.6,,19.8,,,,,,,
Feb-34,1934,2,-4.1,,-11.9,,-8,,6.1,,-29.4,,0,,2,,2,,,,,,,
Mar-34,1934,3,-0.6,,-9.9,,-5.3,,11.7,,-23.3,,3,,14,,17,,,,,,,
Apr-34,1934,4,11.6,,-1.6,,5,,28.3,,-15.6,,3.6,,16.8,,20.3,,,,,,,
May-34,1934,5,22.2,,6.9,,14.6,,35,,-2.2,S,6.9,,0,T,6.9,,,,,,,
Jun-34,1934,6,20,,8,,14,,26.1,,3.3,,123.4,,0,,123.4,,,,,,,
Jul-34,1934,7,25.7,,10.7,,18.2,,35.6,,1.7,,31,,0,,31,,,,,,,
Aug-34,1934,8,24.2,,8.6,,16.4,,33.3,,-1.7,,35.6,,0,,35.6,,,,,,,
Sep-34,1934,9,13.1,,1.6,,7.4,,30,,-6.1,,20.6,,10.4,,31,,,,,,,
Oct-34,1934,10,13.6,,-1.2,,6.2,,30.6,,-13.9,,3.3,,0,T,3.3,,,,,,,
Nov-34,1934,11,1.7,,-8.8,,-3.6,,14.4,,-22.2,,1,,13.2,,14.2,,,,,,,
Dec-34,1934,12,-10.4,,-19.1,,-14.8,,1.7,,-41.7,,0,,21.3,,21.3,,,,,,,
Jan-35,1935,1,-18.8,,-27.9,,-23.4,,1.1,,-43.9,,0,,28.7,,28.7,,,,,,,
Feb-35,1935,2,-4.1,,-15,,-9.6,,5,,-29.4,,0.5,,3,,3.6,,,,,,,
Mar-35,1935,3,-5.5,,-14.9,,-10.2,,7.2,,-31.1,,0,,15.5,,15.5,,,,,,,
Apr-35,1935,4,7,,-4.8,,1.1,,20.6,S,-20,,10.7,,37.3,,48,,,,,,,
May-35,1935,5,15,,3.4,,9.2,,25.6,,-3.9,,22.6,,0,T,22.6,,,,,,,
Jun-35,1935,6,19.7,,7.4,,13.6,,30.6,,-2.2,,118.1,,0,,118.1,,,,,,,
Jul-35,1935,7,27.8,,12.9,,20.4,,34.4,,8.9,S,70.6,,0,,70.6,,,,,,,
Aug-35,1935,8,22.6,,8.7,,15.7,,33.9,,0.6,,55.1,,0,,55.1,,,,,,,
Sep-35,1935,9,18.9,,4.7,,11.8,,29.4,,-2.8,,21.1,,0,,21.1,,,,,,,
Oct-35,1935,10,9.3,,-2.7,,3.3,,23.3,,-20,,7.6,,57.4,,65,,,,,,,
Nov-35,1935,11,-7.4,,-17.6,,-12.5,,4.4,S,-27.2,S,0,T,26.2,,26.2,,,,,,,
Dec-35,1935,12,-8.2,,-18.4,,-13.3,,2.8,,-32.8,,1.3,,12.4,,13.7,,,,,,,
Jan-36,1936,1,-19.4,,-28.8,,-24.1,,-4.4,,-39.4,S,0,,34.3,,34.3,,,,,,,
Feb-36,1936,2,-23.6,,-34.4,,-29,,-7.2,,-45,,0,,15.5,,15.5,,,,,,,
Mar-36,1936,3,-1.9,,-11.4,,-6.7,,6.1,,-21.7,,0,,3,,3,,,,,,,
Apr-36,1936,4,6.8,,-5.7,,0.6,,20.6,,-22.2,,18.8,,1,,19.8,,,,,,,
May-36,1936,5,21.8,,6.4,,14.1,,37.2,,-1.7,,34.8,,0,,34.8,,,,,,,
Jun-36,1936,6,21.8,,8.7,,15.3,,33.3,,2.8,S,71.1,,0,,71.1,,,,,,,
Jul-36,1936,7,29.8,,14.2,,22,,36.7,,6.7,S,8.9,,0,,8.9,,,,,,,
Aug-36,1936,8,26.2,,9.2,,17.7,,32.8,S,1.7,,22.1,,0,,22.1,,,,,,,
Sep-36,1936,9,17.7,,3.9,,10.8,,30,,-5.6,,8.9,,0,,8.9,,,,,,,
Oct-36,1936,10,8.9,,-2.6,,3.2,,24.4,,-16.7,,16,,6.9,,22.9,,,,,,,
Nov-36,1936,11,2.8,,-7.6,,-2.4,,20,,-22.2,,0,,1.3,,1.3,,,,,,,
Dec-36,1936,12,-10.6,,-20.7,,-15.7,,5.6,,-41.1,,0,,54.6,,54.6,,,,,,,
Jan-37,1937,1,-21.8,,-33.9,,-27.9,,2.2,,-42.8,,0,,54.1,,54.1,,,,,,,
Feb-37,1937,2,-12.6,,-24.2,,-18.4,,2.8,,-37.8,,0,,14.7,,14.7,,,,,,,
Mar-37,1937,3,-1.9,,-12.8,,-7.4,,7.8,,-20.6,,0,,2.8,,2.8,,,,,,,
Apr-37,1937,4,11.4,,-1.2,,5.1,,20.6,,-13.3,,6.1,,4.1,,10.2,,,,,,,
May-37,1937,5,20.2,,3.7,,12,,27.8,,-7.8,,35.1,,0,,35.1,,,,,,,
Jun-37,1937,6,26.4,,9.2,,17.8,,38.9,,1.1,,14,,0,,14,,,,,,,
Jul-37,1937,7,29.1,,13.7,,21.4,,39.4,,6.7,,32.3,,0,,32.3,,,,,,,
Aug-37,1937,8,25.6,,9.2,,17.4,,36.1,,1.1,,35.1,,0,,35.1,,,,,,,
Sep-37,1937,9,19.4,,5,,12.2,,31.1,,-2.2,,30.5,,0,,30.5,,,,,,,
Oct-37,1937,10,10.8,,-1.1,,4.9,,23.9,,-11.1,,24.1,,0,T,24.1,,,,,,,
Nov-37,1937,11,-2.9,,-11.9,,-7.4,,9.4,,-35,,0,,25.4,,25.4,,,,,,,
Dec-37,1937,12,-10.3,,-22.3,,-16.3,,5,,-37.2,,0,,12.2,,12.2,,,,,,,
Jan-38,1938,1,-9.9,,-21.6,,-15.8,,1.7,,-40.6,,0.3,,41.9,,42.2,,,,,,,
Feb-38,1938,2,-13.3,,-24.3,,-18.8,,7.2,,-41.7,,0,,39.4,,39.4,,,,,,,
Mar-38,1938,3,1.4,,-7.6,,-3.1,,17.2,,-23.9,,8.4,,35.6,,43.9,,,,,,,
Apr-38,1938,4,9.7,,-2.9,,3.4,,24.4,,-15.6,,2.8,,15.7,,18.5,,,,,,,
May-38,1938,5,16.9,,3.8,,10.4,,32.2,,-2.2,S,39.9,,0,T,39.9,,,,,,,
Jun-38,1938,6,22.8,,9.7,,16.3,,31.1,,0.6,,37.1,,0,,37.1,,,,,,,
Jul-38,1938,7,26.9,,11.6,,19.3,,33.3,S,6.7,,46.7,,0,,46.7,,,,,,,
Aug-38,1938,8,24,,8.4,,16.2,,34.4,,2.2,,36.1,,0,,36.1,,,,,,,
Sep-38,1938,9,24.7,,7.9,,16.3,,31.1,,1.1,,60.7,,0,,60.7,,,,,,,
Oct-38,1938,10,13.7,,1.4,,7.6,,23.9,,-5,,37.1,,0,,37.1,,,,,,,
Nov-38,1938,11,-3.4,,-11.9,,-7.7,,3.3,,-20.6,,1.5,,43.4,,45,,,,,,,
Dec-38,1938,12,-7.8,,-16.7,,-12.3,,2.8,,-39.4,,0,,28.7,,28.7,,,,,,,
Jan-39,1939,1,-8.4,,-17.6,,-13,,2.2,,-27.8,,0.3,,15.7,,16,,,,,,,
Feb-39,1939,2,-17.1,,-28.9,,-23,,5,,-41.1,,0,,38.9,,38.9,,,,,,,
Mar-39,1939,3,-4.1,,-14.7,,-9.4,,9.4,S,-33.9,,0.3,,21.8,,22.1,,,,,,,
Apr-39,1939,4,10.6,,-1.7,,4.5,,32.8,,-12.8,,2.5,,4.1,,6.6,,,,,,,
May-39,1939,5,19.4,,6,,12.7,,27.8,S,-2.8,,21.1,,0,,21.1,,,,,,,
Jun-39,1939,6,18.1,,6.8,,12.5,,25,,1.7,S,170.2,,0,,170.2,,,,,,,
Jul-39,1939,7,27.3,,12.2,,19.8,,35,,6.1,S,51.1,,0,,51.1,,,,,,,
Aug-39,1939,8,26.4,,9.7,,18.1,,35.6,,1.1,,7.1,,0,,7.1,,,,,,,
Sep-39,1939,9,18.2,,4.4,,11.3,,28.3,,-7.8,,15,,4.1,,19.1,,,,,,,
Oct-39,1939,10,8.6,,-3.6,,2.5,,20,,-19.4,,1.3,,18.8,,20.1,,,,,,,
Nov-39,1939,11,5.2,,-6.1,,-0.5,,15,,-22.8,,8.1,,5.6,,13.7,,,,,,,
Dec-39,1939,12,-2.9,,-10.5,,-6.7,,14.4,,-24.4,S,0.3,,38.1,,38.4,,,,,,,
Jan-40,1940,1,-13.9,,-24.2,,-19.1,,3.9,,-38.3,,0,,13.5,,13.5,,,,,,,
Feb-40,1940,2,-9,,-17.1,,-13.1,,3.9,,-37.2,S,0,,19.8,,19.8,,,,,,,
Mar-40,1940,3,-3,,-12.4,,-7.7,,3.3,S,-22.8,,0.5,,18.8,,19.3,,,,,,,
Apr-40,1940,4,7.8,,-3.2,,2.3,,18.9,S,-16.1,,0.5,,5.1,,5.6,,,,,,,
May-40,1940,5,22.3,,5.3,,13.8,,29.4,,-3.9,,31.5,,0,,31.5,,,,,,,
Jun-40,1940,6,20.9,,8.5,,14.7,,25.6,,3.9,S,63.2,,0,,63.2,,,,,,,
Jul-40,1940,7,24.4,,11.1,,17.8,,31.7,,3.3,,59.4,,0,,59.4,,,,,,,
Aug-40,1940,8,27.1,,9.5,,18.3,,36.1,S,2.2,S,21.6,,0,,21.6,,,,,,,
Sep-40,1940,9,22.8,,6.4,,14.6,,32.2,,-2.8,,14.2,,0,,14.2,,,,,,,
Oct-40,1940,10,14.4,,0.4,,7.4,,23.3,,-11.1,,31.2,,0,T,31.2,,,,,,,
Nov-40,1940,11,-7.2,,-14.3,,-10.8,,5.6,,-31.7,,0,T,57.4,,57.4,,,,,,,
Dec-40,1940,12,-7.2,,-17.4,,-12.3,,5,,-40.6,,0,,15.7,,15.7,,,,,,,
Jan-41,1941,1,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
Feb-41,1941,2,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
Mar-41,1941,3,,M,,M,,M,,M,,M,,M,,M,,M,,,,,,
Apr-41,1941,4,11.8,,-0.7,,5.6,,26.1,,-11.7,,3.6,,7.6,,11.2,,,,,,,
May-41,1941,5,17.6,,3.7,,10.7,,31.7,,-4.4,S,19.6,,1,,20.6,,,,,,,
Jun-41,1941,6,25,,9.8,,17.4,,40,,,M,36.6,,0,,36.6,,,,,,,
Jul-41,1941,7,28.9,,13.3,,21.1,,40,,7.8,,27.9,,0,,27.9,,,,,,,
Aug-41,1941,8,24.7,,10.6,,17.7,,34.4,,1.7,,25.4,,0,,25.4,,,,,,,
Sep-41,1941,9,15.2,,3.2,,9.2,,23.9,,-9.4,,15.5,,2,,17.5,,,,,,,
Oct-41,1941,10,12.1,,-1.5,,5.3,,19.4,,-16.1,S,11.4,,2.5,,14,,,,,,,
Nov-41,1941,11,1.6,,-7.8,,-3.1,,11.1,,-28.3,,9.7,,6.6,,16.3,,,,,,,
Dec-41,1941,12,-5.6,,-16.7,,-11.2,,11.7,S,-33.9,S,0,T,5.1,,5.1,,,,,,,
Jan-42,1942,1,-4,,-16.3,,-10.2,,6.7,S,-39.4,,1,,2.3,,3.3,,,,,,,
Feb-42,1942,2,-6.2,,-16.8,,-11.5,,0,,-28.3,,0,,8.1,,8.1,,,,,,,
Mar-42,1942,3,3.3,,-7.3,,-2,,15.6,,-16.1,,0,,8.9,,8.9,,,,,,,
Apr-42,1942,4,10.3,,-1.3,,4.5,,30.6,,-15,,48.3,,11.4,,59.7,,,,,,,
May-42,1942,5,17.9,,2.7,,10.3,,28.9,,-6.7,,12.7,,0.5,,13.2,,,,,,,
Jun-42,1942,6,20.8,,8.9,,14.9,,31.1,,-1.1,,186.4,,0,T,186.4,,,,,,,
Jul-42,1942,7,24.2,,11.1,,17.7,,31.7,,5.6,,53.6,,0,,53.6,,,,,,,
Aug-42,1942,8,23.9,,10,,17,,30.6,S,2.2,,35.6,,0,,35.6,,,,,,,
Sep-42,1942,9,17.1,,3.8,,10.5,,30.6,,-6.7,,29.5,,7.1,,36.6,,,,,,,
Oct-42,1942,10,12.9,,-0.3,,6.3,,26.7,,-14.4,,2.3,,2.3,,4.6,,,,,,,
Nov-42,1942,11,-4.1,,-14.4,,-9.3,,12.2,,-29.4,,0.5,,29.5,,30,,,,,,,
Dec-42,1942,12,-11.9,,-22.4,,-17.2,,-1.7,S,-34.4,,0,T,31.2,,31.2,,,,,,,
Jan-43,1943,1,-17.5,,-28.8,,-23.2,,4.4,,-47.8,,0,T,6.9,,6.9,,,,,,,
Feb-43,1943,2,-6.9,,-17.4,,-12.2,,2.8,,-35,S,0,,27.4,,27.4,,,,,,,
Mar-43,1943,3,-7.9,,-19.4,,-13.7,,6.1,,-36.1,,0,T,6.6,,6.6,,,,,,,
Apr-43,1943,4,12.4,,-0.2,,6.1,,26.1,,-9.4,,0.5,,1.3,,1.8,,,,,,,
May-43,1943,5,15.1,,2,,8.6,,28.3,,-5.6,,62.2,,1.5,,63.8,,,,,,,
Jun-43,1943,6,20.3,,7.6,,14,,26.1,S,0.6,,17,,0,T,17,,,,,,,
Jul-43,1943,7,27.3,,11.9,,19.6,,36.7,,4.4,,65.3,,0,,65.3,,,,,,,
Aug-43,1943,8,24.4,,10.9,,17.7,,32.2,,7.2,S,25.7,,0,,25.7,,,,,,,
Sep-43,1943,9,19.1,,4,,11.6,,30,,-3.9,,19.1,,0,,19.1,,,,,,,
Oct-43,1943,10,13.3,,2,,7.7,,32.2,,-3.3,,46.7,,9.7,,56.4,,,,,,,
Nov-43,1943,11,2.2,,-5.2,,-1.5,,8.3,,-11.7,S,0,T,21.8,,21.8,,,,,,,
Dec-43,1943,12,-4.3,,-14.4,,-9.4,,2.8,,-33.3,,0.5,,1.3,,1.8,,,,,,,
Jan-44,1944,1,-6.8,,-17.2,,-12,,3.3,,-30.6,,0,,2.5,,2.5,,,,,,,
Feb-44,1944,2,-10.1,,-21.2,,-15.7,,-2.2,,-38.9,,0,,18,,18,,,,,,,
Mar-44,1944,3,-6.9,,-18.1,,-12.5,,4.4,,-32.8,,0,T,11.2,,11.2,,,,,,,
Apr-44,1944,4,13.2,,-0.3,,6.5,,22.2,,-13.9,,7.6,,0,T,7.6,,,,,,,
May-44,1944,5,19.9,,6.3,,13.1,,29.4,,-2.2,,100.1,,0.3,,100.3,,,,,,,
Jun-44,1944,6,21.3,,8.8,,15.1,,33.3,,0.6,,43.4,,0,,43.4,,,,,,,
Jul-44,1944,7,24.7,,10.5,,17.6,,33.3,,5.6,S,83.3,,0,,83.3,,,,,,,
Aug-44,1944,8,24.6,,9.8,,17.2,,32.2,,2.2,S,27.2,,0,,27.2,,,,,,,
Sep-44,1944,9,19.7,,6.3,,13,,30.6,,-2.2,,21.6,,0,,21.6,,,,,,,
Oct-44,1944,10,16.4,,-0.3,,8.1,,23.9,,-7.2,,9.9,,0,,9.9,,,,,,,
Nov-44,1944,11,-2.2,,-9.9,,-6.1,,7.8,,-29.4,,0,T,5.1,,5.1,,,,,,,
Dec-44,1944,12,-6.6,,-16.6,,-11.6,,3.3,,-31.1,,0,T,7.6,,7.6,,,,,,,
Jan-45,1945,1,-10.3,,-20.3,,-15.3,,1.7,,-36.1,,0,T,16.5,,16.5,,,,,,,
Feb-45,1945,2,-8.3,,-20,,-14.2,,2.2,,-34.4,,0,,6.6,,6.6,,,,,,,
Mar-45,1945,3,3.7,,-7.7,,-2,,16.7,,-33.3,,0,T,3,,3,,,,,,,
Apr-45,1945,4,4.4,,-6,,-0.8,,17.8,,-17.2,,2.5,,22.4,,24.9,,,,,,,
May-45,1945,5,14.6,,0.7,,7.7,,30,,-7.8,,29.5,,0,T,29.5,,,,,,,
Jun-45,1945,6,20.2,,7.7,,14,,32.2,,2.2,S,44.7,,0,,44.7,,,,,,,
Jul-45,1945,7,26.8,,10.4,,18.6,,35.6,S,3.3,,24.9,,0,,24.9,,,,,,,
Aug-45,1945,8,24.8,,10.4,,17.6,,34.4,,5.6,,123.2,,0,,123.2,,,,,,,
Sep-45,1945,9,15.3,,3.2,,9.3,,27.8,,-8.9,,50.8,,2,,52.8,,,,,,,
Oct-45,1945,10,11.8,,-2.3,,4.8,,27.2,,-13.3,,1.5,,1,,2.5,,,,,,,
Nov-45,1945,11,-6.2,,-15.3,,-10.8,,7.2,,-30.6,,0,T,14.2,,14.2,,,,,,,
Dec-45,1945,12,-11.7,,-20.1,,-15.9,,3.9,,-37.2,,0,T,10.4,,10.4,,,,,,,
Jan-46,1946,1,-10.1,,-20.9,,-15.5,,0,,-37.2,,0,,21.3,,21.3,,,,,,,
Feb-46,1946,2,-10.7,,-22.7,,-16.7,,0.6,,-40.6,,0,,24.1,,24.1,,,,,,,
Mar-46,1946,3,3.2,,-7.3,,-2.1,,18.9,,-27.8,,0.5,,3.6,,4.1,,,,,,,
Apr-46,1946,4,14.7,,-0.3,,7.2,,25.6,,-7.2,,11.4,,0,T,11.4,,,,,,,
May-46,1946,5,16.6,,2.7,,9.7,,31.7,,-6.7,,20.8,,1.3,,22.1,,,,,,,
Jun-46,1946,6,21.5,,7.6,,14.6,,30.6,,1.7,,40.4,,0,,40.4,,,,,,,
Jul-46,1946,7,27.6,,11.8,,19.7,,40,,2.8,,48.5,,0,,48.5,,,,,,,
Aug-46,1946,8,24.7,,10.1,,17.4,,33.9,,2.8,,59.2,,0,,59.2,,,,,,,
Sep-46,1946,9,18.1,,4.6,,11.4,,30.6,,-2.2,,70.6,,0,,70.6,,,,,,,
Oct-46,1946,10,7.4,,-2.9,,2.3,,15.6,,-12.2,,20.8,,11.4,,32.3,,,,,,,
Nov-46,1946,11,-3.8,,-14.7,,-9.3,,15,,-28.9,S,0.5,,49.8,,50.3,,,,,,,
Dec-46,1946,12,-12.2,,-23.9,,-18.1,,1.7,,-38.3,,0,T,8.4,,8.4,,,,,,,
Jan-47,1947,1,-9.4,,-20.6,,-15,,3.9,S,-37.8,,0.8,,30.7,,31.5,,0,,,,,
Feb-47,1947,2,-15,,-27.4,,-21.2,,-0.6,,-44.4,,0,,22.6,,22.6,,0,,,,,
Mar-47,1947,3,-4.6,,-16,,-10.3,,5,,-31.7,,0,T,7.4,,7.4,,,M,,,,
Apr-47,1947,4,8.2,,-2.2,,3,,23.9,,-8.9,S,4.8,,26.7,,31.5,,0,,,,,
May-47,1947,5,15.7,,1.1,,8.4,,28.3,,-8.3,,18.5,,0,T,18.5,,0,,,,,
Jun-47,1947,6,21.9,,8.2,,15.1,,28.3,,-1.1,,42.2,,0,,42.2,,0,,,,,
Jul-47,1947,7,30.7,,12.9,,21.8,,38.3,,6.7,S,28.4,,0,,28.4,,0,,,,,
Aug-47,1947,8,24.3,,10.3,,17.3,,35.6,,2.8,,66.5,,0,,66.5,,0,,,,,
Sep-47,1947,9,16.7,,3.6,,10.2,,30,,-5.6,,68.6,,0,T,68.6,,0,,,,,
Oct-47,1947,10,14.1,,1.4,,7.8,,24.4,,-7.2,,17.3,,0,T,17.3,,0,,,,,
Nov-47,1947,11,-3.5,,-12.1,,-7.8,,17.8,,-22.2,,0,T,36.1,,36.1,,0,,,,,
Dec-47,1947,12,-8.9,,-19,,-14,,1.7,,-31.1,,0,T,23.4,,23.4,,0,,,,,
Jan-48,1948,1,-7.5,,-20.1,,-13.8,,1.7,S,-34.4,,0,T,48,,48,,0,,,,,
Feb-48,1948,2,-13.8,,-25.6,,-19.7,,-1.1,,-37.2,,0,,33.8,,33.8,,0,,,,,
Mar-48,1948,3,-7.4,,-19.5,,-13.5,,4.4,,-37.2,,0,,24.9,,24.9,,0,,,,,
Apr-48,1948,4,1.6,,-8.1,,-3.3,,16.1,,-23.3,S,7.6,,18.5,,26.2,,0,,,,,
May-48,1948,5,19.7,,4.8,,12.3,,29.4,S,-1.1,S,16,,0,,16,,0,,,,,
Jun-48,1948,6,24.5,,9.4,,17,,32.2,,2.2,,37.8,,0,,37.8,,0,,,,,
Jul-48,1948,7,26.1,,11.8,,19,,33.9,,5.6,,27.4,,0,,27.4,,0,,,,,
Aug-48,1948,8,26.2,,10.9,,18.6,,35.6,,4.4,,40.4,,0,,40.4,,0,,,,,
Sep-48,1948,9,22.2,,6.1,,14.2,,31.7,,-7.2,,7.1,,0,,7.1,,0,,,,,
Oct-48,1948,10,14.6,,-2,,6.3,,26.7,,-13.9,,0,T,0,T,0,T,0,,,,,
Nov-48,1948,11,-0.6,,-9.7,,-5.2,,7.2,,-24.4,,4.8,,20.1,,24.9,,0,,,,,
Dec-48,1948,12,-12.4,,-22.5,,-17.5,,0,S,-38.9,,0,T,20.6,,20.6,,0,,,,,
Jan-49,1949,1,-14.4,,-26.1,,-20.3,,2.8,,-40.6,S,0,T,20.8,,20.8,,23,,,,,
Feb-49,1949,2,-15.8,,-27.3,,-21.6,,-2.8,S,-40.6,,0,,26.4,,26.4,,38,,,,,
Mar-49,1949,3,-1.9,,-12.5,,-7.2,,10.6,,-28.3,,0,T,19.1,,19.1,,3,,,,,
Apr-49,1949,4,15.3,,0.3,,7.8,,31.1,,-9.4,,12.4,,0,,12.4,,0,,,,,
May-49,1949,5,19.4,,4.7,,12.1,,30.6,,-7.2,,27.2,,0,T,27.2,,0,,,,,
Jun-49,1949,6,21.7,,8.1,,14.9,,31.7,,0,,56.1,,0,,56.1,,0,,,,,
Jul-49,1949,7,24.3,,11.1,,17.7,,34.4,,5.6,,61,,0,,61,,0,,,,,
Aug-49,1949,8,26.6,,11.9,,19.3,,36.1,S,1.7,,96.8,,0,,96.8,,0,,,,,
Sep-49,1949,9,19.7,,4.1,,11.9,,27.8,S,-5.6,,9.7,,0,,9.7,,0,,,,,
Oct-49,1949,10,8.5,,-3.6,,2.5,,17.2,,-12.8,,11.2,,2,,13.2,,0,,,,,
Nov-49,1949,11,6.1,,-4.6,,0.8,,18.9,S,-12.8,,8.6,,11.4,,20.1,,0,,,,,
Dec-49,1949,12,-14.1,,-23.2,,-18.7,,1.7,,-36.7,,0,,17.3,,17.3,,0,,,,,
Jan-50,1950,1,-27.3,,-37.2,,-32.3,,-13.9,,-46.1,,0,,25.4,,25.4,,23,,,,,
Feb-50,1950,2,-10.7,,-20.7,,-15.7,,-1.1,,-30.6,,0,,9.4,,9.4,,28,,,,,
Mar-50,1950,3,-3.8,,-15,,-9.4,,6.7,,-30,,0,T,1.5,,1.5,,0,,,,,
Apr-50,1950,4,5.2,,-4.8,,0.2,,15,,-16.1,,3.3,,24.9,,28.2,,0,,,,,
May-50,1950,5,15.9,,2.5,,9.2,,28.3,,-5.6,,15,,0,T,15,,0,,,,,
Jun-50,1950,6,22.1,,7.9,,15,,31.1,,-1.7,,90.4,,0,,90.4,,0,,,,,
Jul-50,1950,7,23.5,,11.4,,17.5,,35.6,,5.6,,114.3,,0,,114.3,,0,,,,,
Aug-50,1950,8,22,,8.9,,15.5,,29.4,,-0.6,,38.1,,0,,38.1,,0,,,,,
Sep-50,1950,9,19.9,,4.2,,12.1,,33.9,,-2.8,,8.9,,4.1,,13,,0,,,,,
Oct-50,1950,10,8.9,,-0.6,,4.2,,22.8,,-9.4,,22.9,,8.9,,31.8,,0,,,,,
Nov-50,1950,11,-5.9,,-14.4,,-10.2,,11.7,,-32.8,,5.6,,24.6,,30.2,,0,,,,,
Dec-50,1950,12,-10.6,,-20.2,,-15.4,,1.7,,-32.2,S,0,T,30.2,,30.2,,25,,,,,
Jan-51,1951,1,-16.1,,-26.8,,-21.5,,-0.6,,-40.6,,0,,16.5,,16.5,,33,,,,,
Feb-51,1951,2,-12.3,,-23.3,,-17.8,,1.1,,-37.2,,0,,16.8,,16.8,,30,,,,,
Mar-51,1951,3,-9.8,,-21.2,,-15.5,,4.4,,-36.1,,0,,47.8,,47.8,,15,,,,,
Apr-51,1951,4,7.2,,-3.6,,1.8,,23.9,,-15,,5.3,,11.9,,17.3,,0,,,,,
May-51,1951,5,18.3,,5.6,,12,,32.8,,-1.7,S,28.4,,1.3,,29.7,,0,,,,,
Jun-51,1951,6,18.8,,6.3,,12.6,,31.1,,-0.6,S,25.7,,0,T,25.7,,0,,,,,
Jul-51,1951,7,23.6,,11.2,,17.4,,30,S,4.4,,73.9,,0,,73.9,,0,,,,,
Aug-51,1951,8,21,,9.5,,15.3,,33.3,,5,S,43.7,,0,,43.7,,0,,,,,
Sep-51,1951,9,15.2,,4.1,,9.7,,26.7,S,-5.6,,24.9,,8.4,,33.3,,0,,,,,
Oct-51,1951,10,5.7,,-3.8,,1,,23.9,,-22.8,,2,,19.1,,21.1,,,M,,,,
Nov-51,1951,11,-3.8,,-13.2,,-8.5,,6.7,,-30.6,,0,T,12.2,,12.2,,5,,,,,
Dec-51,1951,12,-15,,-24.2,,-19.6,,6.7,,-38.9,,0,,13.5,,13.5,,10,,,,,
Jan-52,1952,1,-16.4,,-26.4,,-21.4,,1.1,,-38.3,,0,,12.4,,12.4,,20,,,,,
