Date/Time,Year,Month,Mean Max Temp (C),Mean Max Temp Flag,Mean Min Temp (C),Mean Min Temp Flag,Mean Temp (C),Mean Temp Flag,Extr Max Temp (C),Extr Max Temp Flag,Extr Min Temp (C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
Sep-88,1988,9,18.1,,4.7,,11.4,,34.2,,-1.2,S,26.1,,0.6,,26.7,,0,,30,,78,
Oct-88,1988,10,12.1,,-2.5,,4.8,,24.6,S,-16.3,,6.4,,1.6,,7.6,,0,T,30,,80,
Nov-88,1988,11,-0.7,,-8.3,,-4.5,,11.2,,-20.8,,1,,7.2,,7.4,,0,T,29,,65,
Dec-88,1988,12,-6.9,,-16.6,,-11.8,,6.6,,-34.9,,0.6,,21.8,,16.2,,15,,30,,61,
Jan-89,1989,1,-8.6,,-19.6,,-14.1,,3.6,,-37.4,,4,,11.8,,14.4,,8,,32,,67,
Feb-89,1989,2,-12.3,,-23.5,,-17.9,,0.5,,-39.4,,0,,6.6,,5.8,,7,,36,,57,
Mar-89,1989,3,-5,,-16.3,,-10.7,,8,,-32.7,,0.8,,5.2,,6,,0,T,13,,54,S
Apr-89,1989,4,11.6,,-2.8,,4.4,,27.8,,-11.6,,4.2,,1.2,,5.2,,0,,30,,70,
May-89,1989,5,17.6,,4.8,,11.2,,27.3,S,-9.3,,94,,0,,94,,0,,16,,78,
Jun-89,1989,6,22.8,,9.9,,16.4,,34.3,,4.7,,61.3,,0,,61.3,,0,,19,,70,
Jul-89,1989,7,27.6,,13.4,,20.5,,36.9,,8.9,,27.8,,0,,27.8,,0,,36,,72,
Aug-89,1989,8,24.5,,11.7,,18.1,,35.2,,5.8,,51.6,,0,,51.6,,0,,24,S,61,S
Sep-89,1989,9,17.9,,5.5,,11.7,,26.4,,-2.4,,27.8,,0,T,27.8,,0,,6,,67,
Oct-89,1989,10,11.3,,-1.6,,4.9,,19.4,,-8.5,,3.2,,12,,19.2,,2,,18,,69,
Nov-89,1989,11,-1,,-10.8,,-5.9,,8.9,,-24.7,,7.6,,18.8,,22.9,,2,,29,,69,
Dec-89,1989,12,-10.3,,-21.3,,-15.8,,4.1,,-41.9,,8.2,,24.6,,26.5,,8,,28,,67,
Jan-90,1990,1,-7,,-16.9,,-12,,3.4,,-34.7,,1,,13.4,,13.2,,11,,30,,91,
Feb-90,1990,2,-7.6,,-20.4,,-14,,3.5,S,-36.7,,0,T,6,,4.8,,7,,33,S,63,S
Mar-90,1990,3,2.7,,-6.6,,-2,,14.3,,-19.3,,0.6,,9.4,,7.8,,0,,28,,70,
Apr-90,1990,4,9.9,,-2.6,,3.7,,25.6,,-10.1,,9,,15,,23.8,,11,,11,,63,
May-90,1990,5,17.6,,4,,10.8,,28.3,,-5.7,,27,,0.6,,27.6,,0,,31,S,56,S
Jun-90,1990,6,24.2,,10,,17.1,,32.4,,3,,59.8,,0,,59.8,,0,,12,,74,
Jul-90,1990,7,24,,11.4,,17.7,,30.9,,4.8,,75.9,,0,,75.9,,0,,23,,57,
Aug-90,1990,8,24.7,,11.2,,18,,35,,4.7,,6.3,,0,,6.3,,0,,27,,52,
Sep-90,1990,9,21.5,,5,,13.3,,31.5,,-2.7,,6.6,,0,,6.6,,0,,13,,54,
Oct-90,1990,10,9.9,,-3.8,,3.1,,19.8,,-11.2,,2,,4.2,,5.8,,0,,30,,59,
Nov-90,1990,11,-2.8,,-12.8,,-7.8,,11.9,,-28.1,,0.4,,22.2,,21.2,,4,,30,,56,
Dec-90,1990,12,-13,,-24.1,,-18.6,,6.3,,-39.1,S,0,,15,,12.8,,7,,35,,52,
Jan-91,1991,1,-11.8,,-23.2,,-17.5,,4.4,,-38.5,,0,T,6.8,,5.4,,9,,33,,65,
Feb-91,1991,2,-1.9,,-12.4,,-7.2,,8,,-26.7,,0,,22.8,,14.8,,8,,35,,41,
Mar-91,1991,3,0.3,,-11.4,,-5.6,,16.2,,-29.1,,6.6,,10,,10.6,,0,,28,,41,
Apr-91,1991,4,12.2,,0.4,,6.3,,21.2,,-4.1,,67.6,,1.6,,69.2,,0,,2,,44,
May-91,1991,5,18,,5.3,,11.7,,28.1,,-3.9,S,67.4,,5.2,,72.4,,0,,27,,63,
Jun-91,1991,6,22,,11.4,,16.7,,28.9,,5.2,,136,,0,,136,,0,,24,,59,
Jul-91,1991,7,25.1,,12.2,,18.7,,30.2,,6.1,,49.2,,0,,49.2,,0,,33,,69,
Aug-91,1991,8,28.2,,13.7,,21,,35.5,S,7.5,,14,,0,,14,,0,,31,,67,
Sep-91,1991,9,18.7,,4.8,,11.7,,30.2,,-2.2,,16.8,,0,,16.8,,0,,33,,56,
Oct-91,1991,10,6.2,,-5,,0.6,,24.2,,-24.1,,26.6,,30,,56.8,,15,,30,,54,
Nov-91,1991,11,-3.9,,-12.6,,-8.3,,5.4,S,-27.2,,0.4,,19.6,,18,,15,,31,,63,
Dec-91,1991,12,-7.2,,-15.6,,-11.4,,3.2,,-31.7,,0,T,16,,13.4,,14,,26,,63,
Jan-92,1992,1,-4.8,,-15.9,,-10.4,,2.1,,-31.7,,2.8,,16.2,,17.6,,17,,32,,63,
Feb-92,1992,2,-6,,-13.6,,-9.9,,6.3,,-27,,0,,13.2,,10.4,,7,,9,,56,
Mar-92,1992,3,4.2,,-5.1,,-0.5,,15.2,,-17,S,0.4,,3,,3.6,,0,,30,,76,
Apr-92,1992,4,11.2,,-2,,4.6,,26.2,,-18,,3.3,,10.4,,12.1,,0,,13,S,59,S
May-92,1992,5,17,,3.7,,10.4,,31.5,,-0.5,S,46,,0.4,,46.6,,0,,31,,78,
Jun-92,1992,6,21.7,,8.5,,15.1,,30.1,,0.8,,14.6,,0,T,14.6,,0,,26,S,54,S
Jul-92,1992,7,22.9,,10.7,,16.8,,29.1,,6.2,,66.2,,0,,66.2,,0,,30,,67,
Aug-92,1992,8,22.6,,8.3,,15.5,,32.5,,1,,47.4,,0,,47.4,,0,,30,,70,
Sep-92,1992,9,16.3,,2.8,,9.6,,30.8,,-5,,47.3,,0,T,47.3,,0,,29,,70,
Oct-92,1992,10,10,,-2.5,,3.8,,27.2,,-13.7,,12.9,,11.4,,21.9,,0,T,1,E,61,E
Nov-92,1992,11,0,,-6.8,,-3.4,,5.1,,-16.9,,1.6,,19.8,,18.8,,12,,28,B,59,B
Dec-92,1992,12,-14.2,,-25.1,,-19.7,,0.7,,-42.9,,0,,23.4,,18.2,,22,,31,,78,
Jan-93,1993,1,-12.2,,-24.1,,-18.2,,5.5,,-38,,0,,4,,3.4,,9,,30,,69,
Feb-93,1993,2,-9.1,,-20.1,,-14.6,,2.8,,-32.6,,0,T,4.2,,3,,7,,32,,44,
Mar-93,1993,3,3.3,,-5.9,,-1.3,,18.9,,-20.1,,13,,4.6,,16.4,,0,T,6,I,48,I
Apr-93,1993,4,11.1,,-1.8,,4.7,,19.5,,-7.2,,19,,8.6,,27.5,,0,,36,E,52,E
May-93,1993,5,19.1,,3.5,,11.3,,31.3,,-3.3,,36.8,,0,,36.8,,0,,17,,78,
Jun-93,1993,6,19.8,,7.6,,13.7,,31.1,,1.4,,58.4,,0,,58.4,,0,,,,,
Jul-93,1993,7,21.4,,9,,15.2,,31.7,,3,,75.3,,0,,75.3,,0,,,,,
Aug-93,1993,8,21.9,,9.9,,15.9,,29.1,,2.5,,64.3,,0,,64.3,,0,,,,,
Sep-93,1993,9,16.9,,2.3,,9.6,,25.2,,-5,,41.5,,2,,43.5,,0,,,,,
Oct-93,1993,10,10.8,,-3.1,,3.8,,21.6,,-10.4,,0.5,,0,T,0.5,,0,,,,,
Nov-93,1993,11,-3.2,,-12.7,,-8,,4.4,,-29.4,,4.6,,14.9,,19.5,,0,,,,,
Dec-93,1993,12,-4.5,,-15.5,,-10,,4.7,,-32.4,S,0,T,8.9,,8.9,,24,,,,,
Jan-94,1994,1,-16.7,,-24.9,,-20.8,,-4.1,,-39,,0,,24.9,,24.9,,27,,,,,
Feb-94,1994,2,-15.3,,-26.4,,-20.9,,0.1,S,-43.2,,0,,10.8,,10.8,,21,,,,,
Mar-94,1994,3,1.7,,-7.4,,-2.9,,15.6,,-25.9,,0.3,,2.5,,2.8,,0,,,,,
Apr-94,1994,4,12,,-2.1,,5,,24.6,,-9.6,,7.4,,1,,8.4,,0,,,,,
May-94,1994,5,18.5,,3.6,,11.1,,28.7,,-6.4,,115.7,,0,,115.7,,0,,,,,
Jun-94,1994,6,21.2,,9.5,,15.4,,29.3,,1.2,,54.3,,0,,54.3,,0,,,,,
Jul-94,1994,7,24.1,,11.1,,17.7,,31.1,,7.6,,41.7,,0,,41.7,,0,,,,,
Aug-94,1994,8,23.6,,9.4,,16.5,,30.7,,3.1,,64.1,,0,,64.1,,0,,,,,
Sep-94,1994,9,21.6,,5.4,,13.5,,30.5,,0.2,,0.8,,0,,0.8,,0,,,,,
Oct-94,1994,10,11.8,,-0.7,,5.6,,20.1,,-12.6,,18.8,,0,,18.8,,0,,,,,
Nov-94,1994,11,0.6,,-10.2,,-4.8,,7.5,,-25.1,,0,,12.6,,12.6,,3,,,,,
Dec-94,1994,12,-7.9,,-19.3,,-13.6,,5,,-33.9,,0,,10.6,,10,,11,,,,,
Jan-95,1995,1,-10.5,,-18.7,,-14.6,,5,,-30.8,,0.2,,17.7,,11.8,,12,,,,,
Feb-95,1995,2,-7.2,,-18.6,,-12.9,,5.4,,-29.3,,4.1,,14.2,,12.9,,13,,,,,
Mar-95,1995,3,-1.3,,-10.8,,-6,,13.5,,-32.9,,7.7,,23,,30,,1,,,,,
Apr-95,1995,4,6.6,,-5.1,,0.7,,14.9,,-19.5,,16.8,,17.2,,34,,0,,,,,
May-95,1995,5,18.4,,2.1,,10.3,,33.4,,-6.3,,14.9,,0,,14.9,,0,,,,,
Jun-95,1995,6,24.8,,9.9,,17.4,,32.2,S,-0.1,,32.6,,0,,32.6,,0,,,,,
Jul-95,1995,7,24,,9.8,,16.9,,32.5,,3.5,,81.4,,0,,81.4,,0,,,,,
Aug-95,1995,8,21.8,,9.2,,15.5,,33.2,,5.2,S,84.6,,0,,84.6,,0,,,,,
Sep-95,1995,9,19.9,,3.1,,11.5,,28.9,,-8.6,,0.3,,0.3,,0.6,,0,,,,,
Oct-95,1995,10,10.4,,-1.2,,4.6,,20,,-12.6,,33.3,,2.4,,34.7,,0,,,,,
Nov-95,1995,11,-5.5,,-14.4,,-10,,8.2,,-27.9,,0.2,,24.5,,16,,5,,,,,
Dec-95,1995,12,-12.2,,-21.1,,-16.6,,-0.8,,-35.1,,0,,33.8,,22,,14,,,,,
Jan-96,1996,1,-19.1,,-30.1,,-24.6,,5.6,,-42.1,,0.4,,14.6,,14,,8,,,,,
Feb-96,1996,2,-7.6,,-20,,-13.9,,5,,-42.8,,0,,13.9,,12.4,,11,,,,,
Mar-96,1996,3,-5.5,,-17.3,,-11.4,,7.9,,-34.6,,1,,12.8,,12.8,,2,,,,,
Apr-96,1996,4,8.8,,-2.5,,3.1,,22.5,,-14.3,,7.6,,22.5,,30.1,,0,,,,,
May-96,1996,5,14.2,,2.5,,8.4,,24.4,,-7.1,,55.1,,3.6,,58.7,,0,,,,,
Jun-96,1996,6,22.3,,9.4,,15.9,,33,,1.9,,100.8,,0,,100.8,,0,,,,,
Jul-96,1996,7,23.9,,11.3,,17.6,,32.1,,6.6,,114.1,,0,,114.1,,0,,,,,
Aug-96,1996,8,26.4,,9.7,,18.1,,34.9,,3.1,,18.4,,0,,18.4,,0,,,,,
Sep-96,1996,9,15.9,,4.4,,10.2,,24.4,,-5.8,,39.3,,1,,40.3,,0,,,,,
Oct-96,1996,10,9.2,,-4.3,,2.5,,22.7,,-18.9,,5,,3,,5.5,,3,,,,,
Nov-96,1996,11,-7.5,,-17.6,,-12.6,,9.1,,-34.3,,0,T,30.6,,22.7,,16,,,,,
Dec-96,1996,12,-14.2,,-24.7,,-19.4,,-1.1,,-39.1,,0,,19.5,,16.6,,26,,,,,
Jan-97,1997,1,-14.6,,-27.5,,-21.1,,3.1,,-43.3,,1.4,,16.8,,15.6,,38,,,,,
Feb-97,1997,2,-6,,-16.6,,-11.3,,3.3,,-26.4,,0,T,5.2,,5.1,,41,,,,,
Mar-97,1997,3,-3.9,,-15.6,,-9.7,,11.6,,-31.4,,0.5,,18.8,,19.3,,3,,,,,
Apr-97,1997,4,7.8,,-3.4,,2.2,,22,,-15.2,,20.4,,18.4,,35.8,,0,,,,,
May-97,1997,5,17.4,,2.9,,10.2,,29.7,,-4.2,,24,,1.6,,25.6,,0,,,,,
Jun-97,1997,6,22.8,,10.2,,16.5,,28.3,,5.2,,53.1,,0,,53.1,,0,,,,,
Jul-97,1997,7,26.3,,10.2,,18.3,,33.6,,3.2,,24.6,,0,,24.6,,0,,,,,
Aug-97,1997,8,26.2,,9.5,,17.8,,38.6,,0.5,,49.6,,0,,49.6,,0,,,,,
Sep-97,1997,9,21.2,,5.8,,13.5,,31.5,,-1.8,,55.4,,0,T,55.4,,0,,,,,
Oct-97,1997,10,9.8,,-1.8,,4,,27.2,,-10.1,,21.1,,0,T,21.1,,0,,,,,
Nov-97,1997,11,1.2,,-9.1,,-4,,11.4,S,-17.5,,0.8,,1.8,,2.6,,0,,,,,
Dec-97,1997,12,-0.5,,-10.9,,-5.7,,7.9,,-19.9,,0,T,7.6,,5.1,,0,,,,,
Jan-98,1998,1,-13.7,,-23,,-18.4,,-1.4,,-37.4,,0,T,21,,12.5,,14,,,,,
Feb-98,1998,2,-1.7,,-9.5,,-5.6,,4.8,,-23.2,,1,,3.2,,4.2,,6,,,,,
Mar-98,1998,3,-1.4,,-13.1,,-7.3,,14.6,,-28.9,,0,T,10.8,,9.2,,0,,,,,
Apr-98,1998,4,15.2,,-0.9,,7.2,,29,,-8.6,,7.3,,0,,7.3,,0,,,,,
May-98,1998,5,21.6,,4.3,,13,,29.1,,-8.3,,8.6,,0,,8.6,,0,,,,,
Jun-98,1998,6,21,,8,,14.5,,28,,-0.8,,75.4,,0,T,75.4,,0,,,,,
Jul-98,1998,7,25.8,,11.6,,18.7,,34.2,,4.5,,31.1,,0,,31.1,,0,,,,,
Aug-98,1998,8,28.5,,11.5,,20,,38.4,,4.7,,37.2,,0,,37.2,,0,,,,,
Sep-98,1998,9,20.8,,5.7,,13.2,,30.4,,-4.8,,27.1,,0,,27.1,,0,,,,,
Oct-98,1998,10,10,,-0.4,,4.8,,23.7,,-7.1,,20.5,,29.4,,49.9,,0,,,,,
Nov-98,1998,11,-0.3,,-8.1,,-4.2,,8.7,,-20.8,,2.5,,9.4,,6.5,,0,,,,,
Dec-98,1998,12,-8.4,,-17.8,,-13.1,,6.9,,-32.8,,0.8,,14.8,,11,,5,,,,,
Jan-99,1999,1,-12.4,,-22.2,,-17.3,,4.9,,-38,,0,,43.2,,27.5,,34,,,,,
Feb-99,1999,2,-4.8,,-14.9,,-9.9,,3.5,,-27.9,,1.4,,6.8,,5.9,,25,,,,,
Mar-99,1999,3,0.3,,-9.2,,-4.5,,13.5,,-24.1,,0,T,14.8,,8.5,,0,T,,,,
Apr-99,1999,4,12.7,,0.2,,6.5,,23.2,,-6.4,,9.4,,9.4,,14.7,,0,,,,,
May-99,1999,5,16.5,,4.8,,10.7,,28.9,,-2.1,,105.4,,9.4,,114.8,,0,,,,,
Jun-99,1999,6,20.7,,8.4,,14.6,,27.4,,2.2,,58.9,,0,,58.9,,0,,,,,
Jul-99,1999,7,22.7,,10,,16.4,,29.6,,5.2,,80.4,,0,,80.4,,0,,,,,
Aug-99,1999,8,25.2,,10.4,,17.8,,33,,2.5,,43.4,,0,,43.4,,0,,,,,
Sep-99,1999,9,18.1,,2.5,,10.3,,29.1,,-5.8,,19.7,,0,,19.7,,0,,,,,
Oct-99,1999,10,11.5,,-2.6,,4.5,,20.4,,-10.7,,6.5,,2,,8.5,,0,,,,,
Nov-99,1999,11,4.7,,-7.2,,-1.3,,18.6,,-18.7,,1,,5.8,,5,,1,,,,,
Dec-99,1999,12,-1.2,,-13.7,,-7.5,,8.1,,-32,,1.6,,22.4,,14.1,,0,T,,,,
Jan-00,2000,1,-11.5,,-23.1,,-17.3,,1.6,,-34.9,,0,T,28.8,,19.6,,24,,,,,
Feb-00,2000,2,-5.1,,-17.2,,-11.2,,4.7,,-31.7,,5.4,,7.6,,12.6,,9,,,,,
Mar-00,2000,3,3.5,,-7.3,,-1.9,,12.9,,-22.1,,13,,11,,21.9,,0,,,,,
Apr-00,2000,4,10.9,,-2.1,,4.4,,23.6,,-11.8,,31.2,,10,,41.2,,0,,,,,
May-00,2000,5,18.2,,2.7,,10.5,,28.2,,-7.1,,16.4,,0,T,16.4,,0,,,,,
Jun-00,2000,6,21.3,,7.2,,14.3,,30.1,,2,,49.8,,0,,49.8,,0,,,,,
Jul-00,2000,7,25.3,,12,,18.7,,33.6,,5.3,,82.8,,0,,82.8,,0,,,,,
Aug-00,2000,8,24.2,,9.4,,16.8,,33.8,S,1.8,,42,,0,,42,,0,,,,,
Sep-00,2000,9,19.3,,4,,11.7,,29.5,,-3.9,,26.4,,1.4,,27,,0,,,,,
Oct-00,2000,10,12.4,,-3.5,,4.5,,23.7,,-11.5,,0.4,,0,,0.4,,0,,,,,
Nov-00,2000,11,-1.1,,-11.3,,-6.2,,16.1,,-21.4,,0.6,,13.6,,10.1,,5,,,,,
Dec-00,2000,12,-14.1,,-24.6,,-19.4,,2,,-36.3,,3.5,,23.8,,20.8,,20,,,,,
01-Jan,2001,1,-3.5,,-14.3,,-9,,4,,-27.3,,0.6,,4.4,,2.1,,11,,,,,
01-Feb,2001,2,-11.5,,-23.7,,-17.6,,1.8,,-35,,0,,6,,2.9,,14,,,,,
01-Mar,2001,3,2.7,,-8.9,,-3.1,,12.6,,-20.6,,0.4,,3.6,,2,,0,,,,,
01-Apr,2001,4,12.2,,-3,,4.6,,31.4,,-14.9,,3.1,,2.8,,5.5,,0,,,,,
01-May,2001,5,20.9,,3.9,,12.4,,31.3,,-5,,21.6,,0,,21.6,,0,,,,,
01-Jun,2001,6,22.9,,8.1,,15.5,,31.4,,1,,38.3,,0,,38.3,,0,,,,,
01-Jul,2001,7,27.4,,11.9,,19.7,,37.7,,4.5,,52.2,,0,,52.2,,0,,,,,
01-Aug,2001,8,28.8,,10.7,,19.8,,36.2,,5,,6,,0,,6,,0,,,,,
01-Sep,2001,9,22.3,,5.4,,13.9,,32.7,,-2.3,,7.6,,0,,7.6,,0,,,,,
01-Oct,2001,10,8.9,,-4.3,,2.4,,19.3,,-14,,4.8,,6.4,,6.5,,0,,,,,
01-Nov,2001,11,3.7,,-6.3,,-1.3,,15.3,,-16.5,,1.3,,8,,6.5,,2,,,,,
01-Dec,2001,12,-7.4,,-19.3,,-13.4,,5.1,,-27.8,,0,,11.2,,8.5,,5,,,,,
02-Jan,2002,1,-9.7,,-19.5,,-14.6,,5.8,,-34.6,,0.2,,7.8,,2.3,,5,,,,,
02-Feb,2002,2,-2.8,,-14.4,,-8.6,,7.4,,-28.8,,0,,8.9,,6.7,,0,T,,,,
02-Mar,2002,3,-7,,-20.2,,-13.6,,5.9,,-30.8,,0,,13.8,,8,,3,,,,,
02-Apr,2002,4,6.5,,-7.5,,-0.5,,18.8,,-22.3,,9.9,,6.6,,14.8,,0,,,,,
02-May,2002,5,17.8,,-0.2,,8.9,,29.2,,-10.6,,1,,0.8,,1.5,,0,,,,,
02-Jun,2002,6,24.5,,10.1,,17.3,,36.5,,1.3,,52.2,,0,,52.2,,0,,,,,
02-Jul,2002,7,27.7,,12.3,,20.1,,35.9,,3.6,,69.5,,0,,69.5,,0,,,,,
02-Aug,2002,8,23.2,,10,,16.6,,32,,0.2,,75.2,,0,,75.2,,0,,,,,
02-Sep,2002,9,17.9,,4.8,,11.4,,30.2,,-9.6,,48.9,,0.2,,48.9,,0,,,,,
02-Oct,2002,10,4,,-5.7,,-0.9,,17.1,,-15.8,,2.4,,13,,11.1,,0,T,,,,
02-Nov,2002,11,0.7,,-9.4,,-4.3,,10,,-17.5,,0,,5,,2.4,,0,,,,,
02-Dec,2002,12,-3.8,,-13.7,,-8.8,,5.1,,-30.8,,0.2,,22,,6.7,,19,,,,,
03-Jan,2003,1,-10.8,,-22.4,,-16.6,,4.7,,-35.4,,3.5,,9.6,,9,,16,,,,,
03-Feb,2003,2,-10.6,,-21.6,,-16.1,,-2.2,,-36.2,,0.4,,16.8,,9.9,,21,,,,,
03-Mar,2003,3,-3.2,,-14.6,,-8.9,,12.6,,-38.3,,4.1,,7.6,,8.7,,0,,,,,
03-Apr,2003,4,10.7,,0,,5.3,,23.6,,-10.8,,31.2,,17.6,,46.2,,0,,,,,
03-May,2003,5,19.9,,4.3,,12.1,,28.5,S,-3.6,,16,,0,T,16,,0,,,,,
03-Jun,2003,6,23.5,,8.4,,16,,34.7,,0.9,,19,,0,,19,,0,,,,,
03-Jul,2003,7,26.5,,11.3,,18.9,,34,,6.1,,48.5,,0,,48.5,,0,,,,,
03-Aug,2003,8,28.7,,13.1,,20.9,,38.6,,3.9,,30,,0,,30,,0,,,,,
03-Sep,2003,9,18.1,,4.7,,11.5,,33.1,,-7.4,,25.5,,0,,25.5,,0,,,,,
03-Oct,2003,10,13.6,,-0.7,,6.5,,25.8,,-12.5,,11.7,,2.6,,13,,1,,,,,
03-Nov,2003,11,-3.9,,-15.5,,-9.8,,4.9,,-25.6,,0,,5.6,,4.5,,1,,,,,
03-Dec,2003,12,-3.4,,-14.1,,-8.8,,5.7,,-24.9,,0,T,8.4,,3.5,,3,,,,,
04-Jan,2004,1,-14.7,,-24.3,,-19.5,,0.9,,-44.9,,0,T,31.6,,23.1,,25,,,,,
04-Feb,2004,2,-4.8,,-15.8,,-10.4,,3.9,,-38.2,,3.8,,10.2,,12.2,,14,,,,,
04-Mar,2004,3,1.5,,-10,,-4.2,,16.8,,-30,,2.7,,31.2,,27,,0,T,,,,
04-Apr,2004,4,12.6,,-2.4,,5.1,,26,,-7.7,,11.6,,0.2,,11.8,,0,,,,,
04-May,2004,5,15.7,,1.2,,8.5,,26.2,,-10.2,,26.5,,0.6,,27,,0,,,,,
04-Jun,2004,6,19.6,,6.6,,13.1,,29.7,,0.9,,79.7,,0,,79.7,,0,,,,,
04-Jul,2004,7,23.7,,10.8,,17.3,,31.6,,0.7,,75,,0,,75,,0,,,,,
04-Aug,2004,8,21.2,,7.9,,14.6,,30.7,,0,,73.5,,0,,73.5,,0,,,,,
04-Sep,2004,9,17.2,,4.1,,10.7,,22.1,,-4.3,,21,,0,T,21,,0,,,,,
04-Oct,2004,10,8.9,,-2.3,,3.3,,26.5,,-8,,8,,24.4,,28.9,,0,,,,,
04-Nov,2004,11,4.2,,-8,,-1.9,,13.2,,-16.8,,0,T,0.8,,0,T,0,T,,,,
04-Dec,2004,12,-6.6,,-17.4,,-12,,10.9,,-32.4,,3.5,,26.6,,23.4,,13,,,,,
05-Jan,2005,1,-12.2,,-23.1,,-17.7,,4.5,,-39.2,,4,,19.8,,18,,16,,,,,
05-Feb,2005,2,-6,,-18.1,,-12.1,,6.7,,-26.6,,0,,24.8,,23,,28,,,,,
05-Mar,2005,3,-1.2,,-10.7,,-6,,6.8,,-21.6,,19,,18.8,,29.5,,2,,,,,
05-Apr,2005,4,12.9,,-0.3,,6.4,,23.9,,-5.6,,15.5,,0.5,,16,,0,,,,,
05-May,2005,5,17,,3.4,,10.2,,25.1,,-9.6,,27.5,,0,,27.5,,0,,,,,
05-Jun,2005,6,19.5,,9.2,,14.4,,30,,5.8,,160.5,,0,,160.5,,0,,,,,
05-Jul,2005,7,24.1,,10.8,,17.5,,31.8,,3.3,,53.5,,0,,53.5,,0,,,,,
05-Aug,2005,8,22.2,,8.5,,15.4,,31,,2,,53.5,,0,,53.5,,0,,,,,
05-Sep,2005,9,18,,4.5,,11.3,,28.7,,-4.2,,74,,0,,74,,0,,,,,
05-Oct,2005,10,11.9,,-1.5,,5.2,,18.3,,-9.4,,18,,0,,18,,0,,,,,
05-Nov,2005,11,1.8,,-6.7,,-2.4,,12.7,,-21.3,,14,,15,,29,,0,T,,,,
05-Dec,2005,12,-4.8,,-13.3,,-9.1,,7.6,,-27.8,,5.5,,15,,20.5,,,,,,,
06-Jan,2006,1,-3.5,,-12.9,,-8.2,,4,,-28.1,,0,T,19.5,,19.5,,,,,,,
06-Feb,2006,2,-6.9,,-18.5,,-12.7,,4.7,,-33,,0,,11.5,,11.5,,,,,,,
06-Mar,2006,3,-3.4,,-11.9,,-7.7,,5.5,,-25.2,,0,,38,,38,,,,,,,
06-Apr,2006,4,15,,0.8,,8,,24.7,,-6.9,,38,,0,,38,,,,,,,
06-May,2006,5,17.9,,5.4,,11.7,,31.1,,-5.8,,39.8,,0,,39.8,,0,,,,,
06-Jun,2006,6,22.2,,10.1,,16.2,,32.3,,4.5,,108,,0,,108,,0,,,,,
06-Jul,2006,7,27.1,,12.9,,20,,32.7,,8.4,,32,,0,,32,,0,,,,,
06-Aug,2006,8,26.1,,9.8,,18,,33.9,,3.1,,30,,0,,30,,0,,,,,
06-Sep,2006,9,18.7,,5.7,,12.2,,31,,-2.3,,118,,0,,118,,0,,,,,
06-Oct,2006,10,6.9,,-3.8,,1.6,,21.2,,-11.1,,31,,1.5,,32.5,,,M,,,,
06-Nov,2006,11,-3.7,,-14.3,,-9,,6.4,,-26.9,,0,,18,,18,,,,,,,
06-Dec,2006,12,-5.3,,-15.9,E,-10.7,E,4.1,,-30.3,,0,,3.5,,3.5,,,,,,,
07-Jan,2007,1,-7.1,,-18.3,,-12.7,,4.8,,-34.2,,0,,47.5,,47.5,,,,,,,
07-Feb,2007,2,-13.2,,-22.7,,-18,,-2,,-33.7,,0,,10.5,,10.5,,,,,,,
07-Mar,2007,3,0.5,,-10.3,,-4.9,,8.8,,-27.8,,9,E,12,E,21,E,,,,,,
07-Apr,2007,4,10.8,,-1.2,,4.8,,22.8,,-13.3,,1.5,,0.5,,2,,,,,,,
07-May,2007,5,17.9,,4.6,,11.2,,25.5,,-2.8,,46,,0,,46,,0,,,,,
07-Jun,2007,6,21.8,,8.1,,15,,28.6,,1.1,,131,,0,,131,,0,,,,,
07-Jul,2007,7,27.7,E,14.4,E,21,E,35,E,7.9,E,22,I,0,,22,I,0,,,,,
07-Aug,2007,8,22.5,I,9,I,15.8,I,32.4,I,4.2,I,17.5,I,0,I,17.5,I,0,,,,,
07-Sep,2007,9,17.1,,3.7,,10.4,,27.6,,-2.8,,24,,0,,24,,0,,,,,
07-Oct,2007,10,11.6,,-1,,5.3,,22.1,,-10.1,,13.7,,0.3,E,14,E,0,,,,,
07-Nov,2007,11,-0.7,E,-10.1,E,-5.4,E,11.4,E,-27.4,E,1,E,16,,17,E,,,,,,